age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
59,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,70,0
34,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
33,Private,Masters,Married,Professional,White,Male,50,1
42,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,45,0
40,Private,HS-grad,Divorced,Service,Other,Male,40,0
38,Government,Some-college,Married,Blue-Collar,White,Male,45,0
77,Self-Employed,Some-college,Widowed,White-Collar,White,Female,1,0
59,Private,School,Single,Service,White,Male,32,0
58,Private,School,Married,Blue-Collar,White,Male,40,0
43,Private,Bachelors,Separated,Professional,White,Female,40,0
50,Self-Employed,School,Divorced,Blue-Collar,White,Male,45,0
39,Private,Bachelors,Married,Sales,White,Male,60,1
59,Private,Some-college,Separated,White-Collar,White,Male,40,0
61,Self-Employed,HS-grad,Widowed,White-Collar,White,Female,20,0
66,Other/Unknown,HS-grad,Married,Other/Unknown,White,Female,20,0
36,Private,HS-grad,Separated,Sales,Other,Female,40,0
40,Private,HS-grad,Single,Service,White,Female,35,0
44,Private,School,Separated,Service,Other,Female,30,0
38,Private,HS-grad,Married,Blue-Collar,White,Male,65,1
62,Private,Assoc,Divorced,Service,White,Male,40,0
49,Private,HS-grad,Divorced,Service,White,Female,35,0
39,Private,Assoc,Married,Service,White,Male,40,1
36,Private,School,Separated,White-Collar,White,Female,32,0
39,Private,Some-college,Married,White-Collar,White,Male,60,0
38,Private,Bachelors,Married,Professional,White,Male,50,1
77,Private,School,Married,Blue-Collar,Other,Male,30,0
41,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
37,Self-Employed,Some-college,Divorced,White-Collar,White,Female,40,0
53,Other/Unknown,School,Married,Other/Unknown,White,Male,35,0
39,Private,Bachelors,Married,White-Collar,White,Male,60,1
29,Private,Bachelors,Single,Sales,White,Female,35,1
53,Self-Employed,Some-college,Married,Blue-Collar,White,Male,60,0
51,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
40,Private,Assoc,Married,White-Collar,White,Male,44,1
38,Government,HS-grad,Single,Service,Other,Female,38,0
45,Private,Some-college,Divorced,White-Collar,White,Male,50,0
38,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
53,Private,Bachelors,Divorced,Service,White,Female,40,0
39,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
40,Private,Some-college,Married,Professional,White,Male,40,1
42,Private,HS-grad,Divorced,White-Collar,White,Male,40,0
51,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,70,0
43,Self-Employed,School,Married,Blue-Collar,White,Male,55,0
38,Private,HS-grad,Single,Professional,White,Male,40,0
42,Private,HS-grad,Married,Blue-Collar,White,Male,60,1
44,Private,Bachelors,Married,White-Collar,White,Male,40,1
39,Private,HS-grad,Married,Blue-Collar,White,Male,55,0
41,Private,Bachelors,Married,White-Collar,White,Male,40,0
51,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
37,Private,Masters,Married,Professional,White,Male,50,1
35,Private,Bachelors,Single,White-Collar,White,Female,50,1
36,Private,Bachelors,Married,Professional,White,Male,38,0
49,Government,Assoc,Divorced,White-Collar,White,Female,30,0
53,Private,School,Married,Blue-Collar,Other,Male,40,0
33,Government,Assoc,Married,Service,White,Male,48,1
56,Private,HS-grad,Married,Blue-Collar,White,Male,50,0
51,Government,HS-grad,Divorced,Service,White,Male,40,0
32,Private,Bachelors,Married,Sales,White,Male,42,1
47,Private,Bachelors,Married,Service,White,Male,40,0
46,Government,School,Single,Service,Other,Female,40,0
45,Private,Some-college,Married,White-Collar,White,Male,40,0
42,Government,Some-college,Married,Service,White,Male,40,1
62,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
41,Self-Employed,Prof-school,Married,White-Collar,White,Male,40,1
35,Government,Masters,Single,Professional,White,Male,60,1
41,Self-Employed,Bachelors,Married,Professional,White,Male,50,0
45,Private,School,Married,Blue-Collar,White,Male,40,0
46,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
31,Self-Employed,Some-college,Married,Sales,Other,Male,60,1
40,Private,Some-college,Married,Blue-Collar,White,Male,40,0
42,Private,HS-grad,Married,Blue-Collar,White,Male,16,0
46,Private,Bachelors,Divorced,Blue-Collar,White,Male,48,0
42,Private,Some-college,Separated,White-Collar,Other,Female,41,0
41,Self-Employed,HS-grad,Married,White-Collar,White,Male,50,0
60,Private,School,Married,Blue-Collar,White,Male,45,0
48,Private,HS-grad,Divorced,Service,White,Female,35,0
41,Private,HS-grad,Married,Blue-Collar,Other,Female,40,0
54,Private,Masters,Married,Service,White,Male,40,0
41,Private,Some-college,Divorced,Sales,White,Female,48,0
48,Private,School,Married,Sales,White,Male,70,0
40,Self-Employed,HS-grad,Single,Sales,White,Male,51,0
65,Private,Some-college,Married,Service,White,Male,16,0
53,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
54,Private,Some-college,Single,Service,White,Male,40,0
51,Private,Some-college,Married,Blue-Collar,White,Male,40,0
58,Private,Assoc,Divorced,White-Collar,White,Female,40,0
43,Private,HS-grad,Married,Blue-Collar,White,Male,70,1
49,Private,Assoc,Single,Sales,Other,Male,40,0
48,Private,Some-college,Separated,Service,White,Female,25,0
56,Private,School,Married,Service,White,Male,40,0
40,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
66,Other/Unknown,Some-college,Widowed,Other/Unknown,Other,Female,40,0
61,Government,Masters,Single,Professional,White,Female,25,0
66,Private,School,Married,Sales,White,Male,26,0
50,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
79,Government,School,Married,White-Collar,White,Male,7,0
55,Private,Some-college,Divorced,Blue-Collar,White,Female,40,0
63,Private,Some-college,Married,Blue-Collar,White,Male,45,0
28,Private,Some-college,Married,Sales,White,Male,55,1
52,Private,Some-college,Divorced,White-Collar,White,Female,45,0
52,Private,HS-grad,Married,White-Collar,White,Male,40,0
49,Private,School,Married,Blue-Collar,White,Male,40,0
36,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
57,Private,Some-college,Single,Blue-Collar,Other,Male,40,0
40,Private,HS-grad,Married,Service,Other,Male,30,0
71,Self-Employed,School,Divorced,Blue-Collar,White,Female,28,0
49,Private,HS-grad,Married,White-Collar,White,Male,40,0
40,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
25,Private,HS-grad,Married,Sales,White,Male,26,1
26,Private,Assoc,Married,Blue-Collar,White,Male,65,1
61,Private,HS-grad,Widowed,White-Collar,White,Female,40,0
45,Government,Some-college,Divorced,White-Collar,White,Female,40,0
59,Self-Employed,School,Married,Service,White,Male,15,0
41,Government,HS-grad,Married,White-Collar,White,Female,40,0
39,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
41,Private,HS-grad,Divorced,White-Collar,White,Female,43,0
49,Government,Assoc,Divorced,White-Collar,Other,Female,45,0
66,Other/Unknown,School,Single,Other/Unknown,White,Male,30,0
30,Government,Bachelors,Married,Service,White,Male,40,1
55,Self-Employed,School,Married,Blue-Collar,White,Male,50,0
53,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
44,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
73,Other/Unknown,Prof-school,Married,Other/Unknown,White,Male,40,0
45,Private,Bachelors,Married,White-Collar,White,Male,32,0
36,Private,HS-grad,Married,Blue-Collar,White,Male,85,0
53,Private,School,Widowed,Service,White,Female,47,0
60,Private,Some-college,Divorced,White-Collar,White,Female,40,0
56,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Male,10,0
42,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
40,Private,Assoc,Divorced,Professional,White,Female,40,0
40,Self-Employed,HS-grad,Married,White-Collar,White,Male,40,0
43,Government,Masters,Single,Professional,White,Male,38,0
40,Private,Masters,Divorced,Professional,White,Male,20,0
60,Government,Assoc,Married,Service,Other,Male,40,0
50,Private,HS-grad,Married,Blue-Collar,White,Male,50,0
43,Self-Employed,Prof-school,Married,Professional,White,Male,60,1
43,Self-Employed,Masters,Married,White-Collar,White,Male,45,0
41,Government,Some-college,Divorced,White-Collar,White,Female,40,0
40,Private,Some-college,Divorced,Sales,White,Male,40,0
51,Private,Some-college,Married,Sales,White,Male,40,0
45,Private,HS-grad,Divorced,White-Collar,White,Female,28,0
41,Government,Bachelors,Single,White-Collar,White,Male,40,1
52,Private,School,Single,Blue-Collar,White,Female,40,0
38,Private,School,Single,Service,White,Female,17,0
49,Private,School,Married,Service,White,Female,6,0
58,Other/Unknown,Bachelors,Widowed,Other/Unknown,White,Female,40,0
37,Government,Assoc,Married,Service,White,Male,40,1
40,Private,Assoc,Married,Professional,White,Female,36,0
43,Private,Bachelors,Married,White-Collar,White,Male,40,1
61,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
67,Private,School,Married,Blue-Collar,White,Male,24,0
46,Private,Bachelors,Married,White-Collar,White,Male,51,0
58,Government,HS-grad,Married,White-Collar,White,Male,50,0
38,Private,Some-college,Married,Sales,White,Female,40,0
48,Private,HS-grad,Widowed,Blue-Collar,White,Female,48,0
71,Government,Bachelors,Widowed,Professional,White,Female,6,0
77,Self-Employed,Some-college,Married,Sales,White,Male,8,0
64,Private,HS-grad,Widowed,Professional,White,Female,23,0
42,Government,Assoc,Divorced,White-Collar,White,Female,40,0
37,Private,Assoc,Married,White-Collar,White,Male,40,0
30,Private,Bachelors,Married,White-Collar,White,Female,40,1
54,Private,School,Married,Blue-Collar,Other,Male,40,0
42,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
41,Private,HS-grad,Separated,Service,White,Female,40,0
37,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,72,0
43,Self-Employed,HS-grad,Married,Service,Other,Male,78,0
51,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
40,Private,Some-college,Divorced,White-Collar,White,Female,40,0
39,Private,Bachelors,Married,Sales,White,Male,55,0
36,Government,School,Single,Service,White,Female,23,0
39,Private,Masters,Married,Professional,White,Male,40,1
54,Private,Some-college,Widowed,White-Collar,White,Female,40,0
67,Other/Unknown,School,Widowed,Other/Unknown,White,Female,35,0
41,Private,HS-grad,Married,White-Collar,White,Male,40,1
41,Government,HS-grad,Married,Blue-Collar,White,Male,60,0
42,Private,HS-grad,Married,Blue-Collar,White,Male,43,0
45,Government,Some-college,Single,White-Collar,White,Male,40,0
30,Private,Some-college,Married,Professional,White,Male,25,1
26,Private,Bachelors,Married,Blue-Collar,White,Male,40,1
51,Other/Unknown,Some-college,Divorced,Other/Unknown,Other,Male,50,0
61,Government,Bachelors,Separated,Professional,White,Male,30,0
35,Private,Some-college,Married,Blue-Collar,White,Male,40,1
55,Private,HS-grad,Married,White-Collar,White,Male,50,0
39,Private,HS-grad,Separated,Blue-Collar,Other,Male,40,0
34,Government,Bachelors,Married,Professional,White,Male,40,1
38,Private,School,Divorced,Sales,White,Female,40,0
65,Private,Some-college,Married,White-Collar,White,Female,45,0
34,Self-Employed,Prof-school,Separated,Professional,White,Male,48,1
44,Private,Some-college,Separated,Blue-Collar,Other,Male,40,0
39,Private,HS-grad,Separated,White-Collar,White,Female,20,0
36,Private,HS-grad,Single,White-Collar,Other,Female,40,0
37,Private,Some-college,Divorced,Service,Other,Female,40,0
39,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
45,Self-Employed,Assoc,Divorced,Sales,White,Female,30,0
45,Self-Employed,Some-college,Married,Service,White,Male,42,0
42,Private,HS-grad,Married,Sales,White,Male,48,0
53,Private,Some-college,Married,Service,White,Male,40,0
33,Self-Employed,Bachelors,Married,White-Collar,White,Male,40,1
60,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
38,Private,HS-grad,Married,Blue-Collar,White,Male,44,0
36,Self-Employed,Bachelors,Married,White-Collar,White,Male,40,1
44,Government,Masters,Married,Professional,White,Male,40,1
34,Private,Bachelors,Married,White-Collar,White,Male,45,1
57,Self-Employed,HS-grad,Married,Service,White,Male,60,0
57,Government,HS-grad,Married,Blue-Collar,White,Male,72,0
39,Self-Employed,Assoc,Married,White-Collar,White,Male,50,1
38,Private,Prof-school,Single,White-Collar,White,Male,40,1
50,Private,School,Married,Service,White,Male,8,0
48,Private,HS-grad,Married,Blue-Collar,White,Male,43,0
40,Self-Employed,Bachelors,Married,Sales,White,Male,45,1
32,Private,Bachelors,Married,White-Collar,White,Male,60,1
61,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
29,Private,Bachelors,Married,Professional,White,Female,50,1
38,Self-Employed,HS-grad,Married,White-Collar,White,Male,65,0
33,Private,Bachelors,Married,Professional,White,Female,40,1
42,Self-Employed,Bachelors,Married,Professional,White,Male,21,0
39,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,1
71,Self-Employed,School,Married,Blue-Collar,White,Male,8,0
71,Private,HS-grad,Married,Sales,White,Male,36,0
41,Self-Employed,Assoc,Married,Blue-Collar,White,Male,40,0
66,Private,HS-grad,Widowed,White-Collar,White,Female,25,0
42,Private,HS-grad,Married,White-Collar,White,Male,48,0
54,Private,Assoc,Married,Sales,White,Male,50,0
61,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
56,Self-Employed,School,Widowed,White-Collar,White,Female,40,0
51,Private,Some-college,Married,Sales,White,Male,40,0
37,Private,HS-grad,Married,Blue-Collar,White,Male,50,1
48,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
38,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,35,0
53,Other/Unknown,Bachelors,Divorced,Other/Unknown,Other,Female,20,0
61,Government,HS-grad,Married,Service,White,Male,40,0
36,Other/Unknown,School,Divorced,Other/Unknown,White,Female,40,0
55,Government,Some-college,Married,White-Collar,Other,Female,35,0
62,Government,Bachelors,Married,White-Collar,White,Male,40,0
41,Private,Bachelors,Married,White-Collar,Other,Male,50,0
41,Private,HS-grad,Single,Blue-Collar,Other,Female,35,0
43,Private,Bachelors,Married,Sales,White,Male,50,1
38,Private,Assoc,Married,Blue-Collar,White,Male,40,1
44,Private,HS-grad,Single,Blue-Collar,White,Male,70,0
43,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
25,Private,Some-college,Married,Blue-Collar,White,Male,60,1
42,Private,Bachelors,Married,White-Collar,Other,Female,40,0
38,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
44,Self-Employed,HS-grad,Married,Professional,White,Female,40,1
55,Private,HS-grad,Single,White-Collar,White,Female,45,0
37,Self-Employed,Masters,Single,White-Collar,White,Male,60,0
40,Private,School,Single,Blue-Collar,White,Male,45,0
40,Private,Assoc,Married,White-Collar,White,Male,40,1
41,Other/Unknown,Assoc,Divorced,Other/Unknown,White,Male,80,0
39,Self-Employed,Some-college,Separated,Blue-Collar,White,Male,60,1
67,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,35,0
39,Self-Employed,HS-grad,Married,White-Collar,White,Male,16,0
47,Private,Some-college,Divorced,White-Collar,White,Female,40,0
57,Private,School,Married,Service,White,Male,40,0
50,Private,Some-college,Single,Blue-Collar,White,Male,38,0
44,Private,Bachelors,Single,Professional,White,Male,40,0
39,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
35,Private,HS-grad,Married,Service,White,Female,40,1
39,Government,Prof-school,Married,Professional,White,Male,50,1
39,Private,Bachelors,Married,Professional,White,Female,36,1
40,Private,Some-college,Married,Blue-Collar,White,Male,45,0
42,Other/Unknown,School,Married,Other/Unknown,White,Male,15,0
44,Government,HS-grad,Married,Service,White,Male,38,0
64,Private,HS-grad,Widowed,White-Collar,White,Female,40,0
53,Government,School,Married,Blue-Collar,White,Male,40,0
45,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,20,0
43,Private,Some-college,Married,Blue-Collar,White,Male,40,1
61,Private,Some-college,Divorced,Service,White,Male,25,0
46,Private,Assoc,Divorced,Service,White,Female,36,0
52,Private,School,Married,Sales,White,Female,15,0
32,Private,HS-grad,Married,Blue-Collar,White,Male,60,1
53,Private,School,Divorced,Service,White,Female,40,0
55,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
65,Private,HS-grad,Married,Blue-Collar,White,Male,30,0
27,Private,HS-grad,Single,Sales,White,Male,50,1
36,Private,Bachelors,Married,White-Collar,White,Male,50,1
72,Private,HS-grad,Widowed,Service,White,Female,16,0
42,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,65,0
40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,60,0
54,Private,HS-grad,Widowed,Service,White,Female,15,0
45,Private,HS-grad,Married,Professional,White,Female,14,0
32,Private,Assoc,Married,Blue-Collar,White,Male,99,1
56,Private,School,Divorced,Blue-Collar,White,Male,40,0
37,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
37,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
36,Private,Some-college,Married,White-Collar,White,Male,40,1
40,Self-Employed,HS-grad,Married,White-Collar,White,Male,60,1
44,Private,Masters,Married,Professional,White,Female,45,0
42,Private,School,Married,Service,Other,Female,48,0
37,Government,Bachelors,Single,Professional,White,Female,40,0
36,Private,Some-college,Married,Sales,White,Male,45,1
54,Private,HS-grad,Married,Blue-Collar,White,Male,49,0
33,Government,Masters,Married,Professional,White,Male,50,1
42,Private,Bachelors,Divorced,White-Collar,White,Female,40,0
44,Private,School,Single,Service,White,Female,40,0
49,Self-Employed,HS-grad,Married,Sales,White,Male,60,0
38,Private,HS-grad,Married,White-Collar,White,Male,45,1
43,Private,HS-grad,Married,Blue-Collar,White,Male,70,0
40,Private,HS-grad,Married,Blue-Collar,White,Female,40,1
40,Private,Assoc,Married,Blue-Collar,Other,Male,40,0
42,Private,Some-college,Married,Professional,White,Male,45,0
61,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
46,Private,Bachelors,Married,Service,White,Male,40,0
42,Private,Some-college,Married,Blue-Collar,White,Male,40,0
44,Private,Masters,Divorced,Sales,White,Male,24,0
43,Private,Some-college,Married,White-Collar,White,Female,15,0
51,Private,School,Single,Blue-Collar,White,Male,40,0
38,Private,HS-grad,Single,Professional,White,Female,40,0
43,Self-Employed,Bachelors,Married,Sales,White,Male,60,1
40,Private,Assoc,Married,Blue-Collar,White,Male,40,0
60,Private,School,Married,Blue-Collar,White,Male,40,0
42,Self-Employed,Bachelors,Married,White-Collar,White,Male,70,1
48,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
50,Government,Some-college,Married,White-Collar,Other,Male,40,0
74,Other/Unknown,Bachelors,Widowed,Other/Unknown,Other,Female,35,0
73,Private,HS-grad,Widowed,Service,White,Female,37,0
49,Private,HS-grad,Separated,Sales,White,Male,50,0
40,Private,HS-grad,Widowed,Blue-Collar,White,Female,40,0
50,Private,School,Married,Blue-Collar,White,Male,60,0
35,Private,Some-college,Married,Sales,White,Male,40,1
45,Private,Some-college,Married,Blue-Collar,White,Male,40,0
59,Private,Some-college,Widowed,White-Collar,White,Female,35,0
37,Private,Some-college,Divorced,Service,Other,Female,40,0
60,Private,Some-college,Divorced,Professional,White,Male,42,0
38,Private,Assoc,Married,White-Collar,White,Female,40,1
79,Private,Some-college,Married,White-Collar,White,Male,20,0
55,Private,HS-grad,Separated,Service,White,Male,81,0
56,Private,HS-grad,Single,Blue-Collar,White,Male,32,0
39,Private,Some-college,Married,Sales,White,Male,40,1
44,Private,HS-grad,Married,Service,White,Male,45,1
40,Private,School,Married,Service,White,Male,40,0
37,Government,Bachelors,Single,Professional,White,Male,40,0
41,Private,Some-college,Separated,White-Collar,Other,Female,40,0
32,Private,Bachelors,Married,White-Collar,Other,Male,40,1
52,Private,Masters,Married,Service,White,Male,45,0
31,Private,Some-college,Married,Blue-Collar,White,Male,50,1
53,Government,Some-college,Married,Service,White,Male,35,0
62,Private,Some-college,Widowed,White-Collar,White,Female,40,0
36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,84,0
35,Self-Employed,Prof-school,Married,Professional,White,Male,50,1
43,Government,Bachelors,Married,Professional,White,Female,45,1
43,Private,Masters,Single,White-Collar,White,Female,45,0
42,Private,Bachelors,Married,White-Collar,White,Male,40,1
36,Government,Bachelors,Married,Sales,White,Male,40,0
36,Private,Prof-school,Divorced,Professional,White,Male,45,1
77,Private,Bachelors,Single,Professional,White,Female,10,0
36,Private,HS-grad,Married,White-Collar,White,Male,40,0
42,Private,Bachelors,Separated,Service,Other,Male,50,0
39,Private,Masters,Married,White-Collar,White,Male,65,1
36,Government,Bachelors,Divorced,Professional,White,Female,40,0
38,Private,HS-grad,Married,Blue-Collar,White,Female,40,0
63,Private,Bachelors,Widowed,White-Collar,White,Female,25,0
31,Private,Bachelors,Single,Professional,Other,Female,60,1
46,Other/Unknown,School,Married,Other/Unknown,White,Male,40,0
36,Private,Masters,Single,Professional,White,Female,40,0
36,Private,HS-grad,Single,White-Collar,White,Female,40,0
38,Private,Some-college,Widowed,White-Collar,White,Female,40,1
45,Self-Employed,Some-college,Married,White-Collar,Other,Male,40,0
56,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
52,Government,Bachelors,Widowed,White-Collar,White,Female,55,0
53,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
33,Other/Unknown,Assoc,Married,Other/Unknown,White,Female,50,1
39,Private,Masters,Married,White-Collar,White,Male,55,1
25,Government,Bachelors,Married,Service,White,Male,40,1
41,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
36,Private,Bachelors,Divorced,Professional,Other,Female,40,0
39,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
42,Government,Some-college,Married,White-Collar,White,Female,40,0
68,Private,Some-college,Single,White-Collar,White,Female,40,0
30,Government,Masters,Married,Professional,White,Male,40,1
45,Private,Assoc,Single,Sales,White,Female,38,0
32,Private,Bachelors,Divorced,White-Collar,White,Female,50,1
58,Private,HS-grad,Single,Service,White,Male,40,0
36,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
54,Government,School,Single,Service,White,Male,40,0
46,Private,Assoc,Widowed,White-Collar,White,Female,40,0
58,Private,School,Single,Blue-Collar,White,Female,33,0
65,Self-Employed,HS-grad,Married,White-Collar,White,Male,24,0
43,Private,Some-college,Married,Professional,White,Male,40,0
50,Private,Masters,Divorced,White-Collar,White,Female,35,0
41,Private,HS-grad,Married,Blue-Collar,White,Male,38,1
36,Private,HS-grad,Married,Blue-Collar,White,Male,25,1
39,Private,Assoc,Single,Blue-Collar,White,Male,40,0
39,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,0
28,Private,Some-college,Married,White-Collar,White,Male,50,1
42,Private,Assoc,Married,White-Collar,White,Male,55,1
65,Government,Some-college,Single,Professional,Other,Female,40,0
36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,57,0
55,Private,HS-grad,Divorced,Service,White,Male,40,0
43,Government,Bachelors,Married,Professional,White,Male,40,1
64,Government,Bachelors,Divorced,White-Collar,Other,Female,40,0
56,Private,HS-grad,Single,Blue-Collar,White,Male,28,0
47,Private,Some-college,Divorced,White-Collar,Other,Female,40,0
37,Self-Employed,Doctorate,Single,Professional,White,Male,45,1
59,Private,HS-grad,Divorced,Service,Other,Female,40,0
80,Self-Employed,School,Married,White-Collar,White,Male,25,0
42,Private,HS-grad,Married,Service,Other,Male,40,0
29,Private,HS-grad,Married,Professional,White,Male,40,1
38,Government,Bachelors,Married,Professional,White,Female,20,1
37,Government,Some-college,Single,Blue-Collar,White,Male,40,0
66,Private,HS-grad,Widowed,Sales,White,Female,35,0
60,Private,HS-grad,Married,Service,Other,Male,30,0
35,Private,Masters,Single,Professional,White,Male,45,1
42,Self-Employed,Some-college,Married,Professional,Other,Male,30,0
48,Private,HS-grad,Widowed,Blue-Collar,White,Female,48,0
46,Self-Employed,Some-college,Separated,Professional,White,Male,20,0
38,Government,HS-grad,Married,White-Collar,White,Male,40,0
63,Other/Unknown,School,Married,Other/Unknown,White,Male,40,0
46,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
43,Private,Masters,Married,Professional,White,Female,45,1
49,Private,Bachelors,Divorced,White-Collar,White,Female,40,0
36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,50,1
53,Private,HS-grad,Divorced,Service,White,Female,40,0
38,Government,Prof-school,Single,Professional,Other,Female,57,1
66,Government,HS-grad,Widowed,Professional,Other,Female,35,0
40,Government,Masters,Married,Professional,White,Male,40,0
34,Private,Bachelors,Married,White-Collar,White,Male,40,1
41,Government,Some-college,Married,White-Collar,Other,Female,40,0
38,Private,Masters,Divorced,White-Collar,White,Male,45,1
49,Private,School,Married,Blue-Collar,White,Male,40,0
50,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
49,Government,Masters,Single,Professional,White,Female,80,0
50,Private,Bachelors,Married,Sales,White,Male,35,0
54,Private,HS-grad,Married,White-Collar,White,Male,45,0
31,Private,HS-grad,Married,Sales,White,Male,50,1
63,Private,School,Married,Service,Other,Male,40,0
47,Private,HS-grad,Married,Service,Other,Female,30,0
43,Private,Bachelors,Married,White-Collar,White,Male,40,1
46,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,0
36,Private,Bachelors,Married,Professional,White,Male,60,1
42,Private,Some-college,Married,Professional,White,Female,36,0
30,Private,Assoc,Married,Service,White,Female,25,1
41,Private,School,Married,Blue-Collar,White,Male,40,0
30,Private,Masters,Married,Professional,White,Male,44,1
36,Self-Employed,HS-grad,Single,Blue-Collar,White,Male,40,0
36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,35,0
66,Other/Unknown,School,Divorced,Other/Unknown,White,Male,10,0
37,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,65,1
41,Private,Masters,Widowed,Professional,White,Female,55,0
52,Self-Employed,Some-college,Married,Blue-Collar,White,Male,40,0
49,Government,Bachelors,Married,Professional,White,Female,45,0
55,Other/Unknown,Assoc,Married,Other/Unknown,White,Female,5,0
45,Government,Bachelors,Divorced,Service,White,Male,40,0
35,Private,Doctorate,Married,Professional,Other,Male,40,1
69,Government,Masters,Married,Professional,White,Male,11,0
63,Private,Some-college,Divorced,Service,White,Male,40,0
62,Private,Masters,Single,Professional,White,Male,70,0
54,Self-Employed,Some-college,Married,Blue-Collar,White,Male,30,0
38,Self-Employed,Bachelors,Married,Professional,White,Male,70,0
44,Government,Prof-school,Married,Professional,White,Male,75,1
47,Private,HS-grad,Married,Professional,White,Male,50,0
36,Private,HS-grad,Married,Blue-Collar,White,Male,41,0
46,Private,HS-grad,Single,Service,White,Female,28,0
42,Private,Some-college,Married,White-Collar,White,Male,65,0
48,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
53,Government,HS-grad,Divorced,Service,White,Male,40,0
48,Government,Some-college,Single,White-Collar,Other,Male,40,0
44,Government,HS-grad,Divorced,Blue-Collar,Other,Male,40,0
36,Private,HS-grad,Divorced,Service,White,Female,36,0
47,Private,HS-grad,Divorced,White-Collar,White,Female,35,0
40,Private,HS-grad,Married,White-Collar,White,Male,45,1
62,Private,Masters,Divorced,Professional,White,Female,45,0
49,Private,Bachelors,Married,Blue-Collar,White,Male,30,0
46,Private,Assoc,Single,Professional,White,Female,33,0
43,Self-Employed,Bachelors,Single,Professional,White,Female,50,0
55,Private,School,Married,Blue-Collar,White,Male,55,0
36,Self-Employed,HS-grad,Married,Professional,White,Female,40,0
37,Private,Some-college,Single,White-Collar,White,Male,40,0
40,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,15,0
43,Self-Employed,Some-college,Married,White-Collar,White,Male,45,1
49,Private,Bachelors,Married,Blue-Collar,Other,Male,48,0
53,Private,HS-grad,Widowed,White-Collar,Other,Female,40,0
33,Private,Bachelors,Married,White-Collar,White,Male,40,1
37,Private,School,Married,Blue-Collar,White,Male,48,0
63,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,45,0
45,Private,HS-grad,Married,White-Collar,White,Female,30,0
