Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
37,4,4,2,8,4,4,0,0,0,60,9,0
60,4,3,2,2,1,4,1,0,0,48,9,0
35,7,4,2,1,4,4,0,0,0,15,9,0
43,1,1,2,1,4,4,0,0,0,40,9,0
46,4,4,0,4,0,4,1,0,0,40,9,1
29,6,4,0,2,0,4,1,5178,0,40,9,1
36,4,1,0,6,0,4,1,0,0,42,9,1
27,4,4,0,2,0,4,1,0,0,40,9,1
50,4,4,0,8,0,4,1,0,0,84,9,1
22,4,4,0,1,5,0,0,0,0,44,9,0
33,7,5,1,5,1,4,1,0,0,60,9,0
61,4,3,2,6,4,4,0,0,0,40,9,0
28,0,0,0,0,3,4,0,0,0,40,9,0
41,6,0,0,2,0,4,1,0,0,70,9,1
22,4,4,1,2,3,4,1,0,0,40,9,0
27,4,1,1,5,1,4,0,0,0,40,9,0
25,4,4,0,2,0,4,1,0,0,40,9,0
32,4,4,1,2,3,2,0,0,1602,20,9,0
28,4,5,1,5,1,4,1,0,0,50,9,0
25,4,1,1,2,3,4,1,0,1590,35,9,0
28,4,4,0,2,0,4,1,0,0,40,9,0
37,2,1,0,5,5,4,0,0,0,30,9,1
58,4,4,3,1,1,4,0,0,0,37,9,0
39,4,4,0,2,0,4,1,0,0,40,9,0
33,4,4,2,7,4,4,0,0,0,40,9,0
59,4,3,0,2,0,4,1,0,0,40,9,1
58,4,1,2,2,3,4,0,0,0,20,9,0
38,4,0,0,5,0,1,1,0,0,36,7,1
34,4,4,0,2,0,4,1,0,0,40,9,0
31,4,4,2,2,3,2,1,0,0,40,9,0
48,2,4,0,2,0,4,1,0,0,40,9,1
65,0,4,0,0,0,4,1,0,0,40,9,0
45,4,4,2,2,1,4,1,0,0,50,9,0
80,0,6,0,0,0,4,1,10605,0,10,9,1
23,4,4,1,7,3,4,0,0,0,40,9,0
33,4,5,0,5,0,4,1,0,0,37,9,1
38,6,4,2,2,1,4,1,0,0,40,9,0
44,6,5,0,2,0,4,1,0,0,40,9,1
48,2,5,2,8,4,2,0,9562,0,40,9,1
40,7,4,0,2,0,4,1,0,0,40,9,0
19,2,4,1,2,2,2,0,0,0,40,9,0
45,4,1,2,8,3,4,0,0,0,40,9,0
34,4,4,1,5,1,4,0,0,0,40,9,0
70,4,4,2,7,1,4,1,0,0,80,9,0
32,2,5,1,5,1,4,1,0,0,60,9,0
33,4,0,2,7,4,4,0,0,0,40,9,0
24,4,1,1,8,1,4,0,0,0,40,9,0
30,2,1,1,5,3,4,0,0,0,15,9,0
22,4,4,1,6,3,2,1,0,0,25,9,0
52,5,6,0,5,0,3,1,99999,0,65,9,1
67,6,3,0,2,0,4,1,2414,0,80,9,0
40,4,4,0,8,0,4,1,0,1672,45,9,0
55,4,0,0,5,5,4,0,0,0,20,9,0
29,4,4,2,8,1,4,0,0,0,40,9,0
62,4,4,0,6,0,4,1,0,0,16,9,0
22,4,4,2,2,3,4,0,0,0,40,9,0
64,7,3,0,2,0,4,1,0,0,40,9,0
29,6,1,1,8,2,4,1,0,0,50,9,0
28,4,4,0,8,0,4,1,0,0,40,9,0
25,4,4,1,8,2,4,1,0,0,40,9,0
47,7,2,0,5,0,4,1,15024,0,50,9,1
26,4,1,0,2,0,4,1,0,0,40,9,1
18,4,3,1,7,3,4,1,0,0,27,9,0
52,5,3,0,6,0,4,1,4064,0,45,9,0
48,2,1,0,5,5,4,0,0,0,50,9,1
36,4,4,0,2,0,2,1,0,0,40,5,0
23,4,0,2,1,1,4,0,0,0,30,9,0
41,4,4,0,2,0,4,1,0,0,40,9,0
56,7,4,0,2,0,4,1,0,0,38,9,1
53,4,4,2,5,1,4,1,0,0,40,9,0
26,4,4,2,8,1,4,0,0,0,40,9,0
22,4,4,1,7,1,4,1,3325,0,40,9,0
25,4,5,1,5,3,4,0,2597,0,31,9,0
31,4,4,0,7,0,3,1,0,0,40,5,0
36,4,0,0,2,0,4,1,2829,0,40,9,0
46,4,4,0,2,0,4,1,0,0,40,9,0
46,7,0,2,1,4,4,1,0,2258,38,9,1
32,4,4,0,7,5,4,0,0,0,36,5,0
43,6,4,1,2,1,4,1,0,0,60,9,0
30,4,1,0,8,0,4,1,99999,0,50,9,1
41,5,1,0,6,0,4,1,7688,0,45,9,1
50,4,5,0,8,0,4,1,99999,0,60,9,1
37,7,5,0,8,0,4,1,0,0,38,9,0
22,2,4,1,2,2,4,1,0,0,50,9,0
51,1,4,0,2,0,4,1,0,0,80,9,0
47,4,4,0,8,5,2,0,0,0,40,9,1
40,4,4,0,1,0,4,1,0,0,40,9,0
46,4,4,0,2,0,4,1,0,0,40,9,0
23,0,4,2,0,4,4,0,0,0,20,9,0
30,4,4,1,4,4,4,0,0,0,40,9,0
27,6,4,0,6,0,4,1,0,0,65,9,1
31,2,4,1,1,3,4,0,0,0,35,9,0
31,4,3,0,2,0,4,1,0,0,40,5,0
30,4,4,2,2,3,4,1,0,0,40,9,0
50,2,1,2,5,1,4,1,0,0,40,9,1
27,4,1,1,5,1,4,0,0,0,50,9,0
22,0,4,1,0,3,4,0,0,0,16,9,0
29,4,4,0,2,0,4,1,0,0,50,9,1
28,4,4,2,2,1,4,1,0,0,60,9,0
54,4,1,2,8,1,2,0,0,0,45,9,1
47,7,0,0,4,0,4,1,0,0,48,9,1
34,4,4,2,2,4,4,0,0,0,40,9,0
26,4,4,1,2,1,4,1,0,0,40,9,0
53,0,3,0,0,0,4,1,0,0,35,9,0
23,7,4,1,4,3,4,1,0,0,60,9,0
42,2,5,2,5,1,4,1,0,0,40,9,0
36,6,4,0,8,0,4,1,0,0,50,9,0
52,1,1,0,4,0,4,1,0,0,45,9,1
22,0,4,1,0,3,4,0,0,0,40,9,0
27,2,5,1,5,1,4,0,0,0,40,9,0
42,4,4,3,7,4,4,0,0,0,40,9,0
39,4,4,2,7,4,2,0,5455,0,40,9,0
49,7,4,0,5,0,4,1,0,0,40,9,1
36,4,4,0,6,0,4,1,7688,0,40,9,1
20,4,3,1,7,3,4,1,0,0,32,9,0
55,5,4,0,8,0,4,1,0,0,60,9,0
47,4,3,0,2,0,4,1,0,0,40,9,0
33,4,5,0,5,0,4,1,0,0,33,9,1
36,4,4,0,6,0,4,1,0,0,40,9,0
39,4,2,2,5,4,4,0,0,0,80,9,0
55,4,1,0,8,0,4,1,15024,0,48,9,1
21,0,0,1,0,3,4,1,0,0,15,9,0
48,4,0,0,2,0,4,1,0,0,45,9,0
30,4,0,1,2,3,4,1,0,0,45,9,0
24,4,4,0,2,0,4,1,0,0,50,9,0
57,6,4,3,2,1,4,0,0,0,38,9,0
20,4,4,1,2,3,4,1,0,0,60,9,0
18,0,4,1,0,3,4,0,0,1602,20,9,0
56,4,4,2,5,1,4,0,4101,0,40,9,0
36,4,4,0,1,5,4,0,0,0,40,9,1
44,4,3,0,2,0,4,1,0,0,40,9,1
57,4,4,0,2,0,4,1,15024,0,40,9,1
57,4,4,0,2,0,2,1,0,0,52,9,0
33,4,4,0,4,0,4,1,0,0,40,9,0
61,0,3,0,0,0,4,1,0,0,40,9,1
39,4,1,0,2,0,4,1,15024,0,99,9,1
28,4,4,1,2,3,4,1,0,0,40,9,0
31,4,4,1,7,3,4,1,0,1721,16,9,0
60,4,0,2,7,1,4,0,0,0,40,9,0
36,2,0,1,4,1,4,1,0,0,40,9,1
58,4,4,3,6,1,4,0,0,0,35,9,1
50,4,4,1,2,1,4,1,0,0,38,9,0
23,2,1,1,8,3,4,0,0,0,12,9,0
30,4,4,1,7,1,4,1,0,0,40,9,0
20,0,3,1,0,2,4,1,0,0,40,9,0
90,4,6,0,5,0,4,1,20051,0,72,9,1
49,2,1,1,5,1,4,0,0,0,50,9,0
47,2,1,0,5,0,4,1,3137,0,40,9,0
34,4,2,1,5,1,4,1,0,0,40,2,1
37,1,4,2,4,4,4,0,0,0,40,9,0
25,4,3,0,4,5,2,0,0,0,50,9,0
37,4,0,1,1,1,4,0,0,0,40,9,0
47,4,4,0,1,0,4,1,0,0,40,5,0
34,4,4,0,8,0,4,1,0,0,60,9,1
34,4,4,1,7,1,4,1,0,0,40,9,0
35,4,4,0,8,0,4,1,7688,0,50,9,1
39,4,4,2,2,3,4,1,0,0,40,9,0
32,7,3,0,2,0,4,1,0,0,19,9,0
24,4,4,0,7,5,4,0,0,0,30,9,0
28,4,6,1,5,1,4,1,0,0,60,9,0
41,6,3,0,2,0,4,1,0,2179,40,9,0
69,0,4,3,0,1,4,0,0,0,9,9,0
32,4,4,0,4,0,4,1,0,0,90,9,0
58,4,4,2,6,4,4,0,0,0,40,9,1
47,6,4,0,6,0,4,1,0,0,75,9,1
41,4,1,0,8,0,4,1,4386,0,50,9,1
35,5,4,0,8,0,4,1,0,0,50,9,1
24,4,4,1,7,3,4,1,0,0,20,1,0
46,6,4,0,6,0,2,1,0,0,60,9,1
69,5,1,0,8,0,4,1,6418,0,45,9,1
22,4,1,1,8,3,4,0,0,0,40,9,0
36,7,5,1,5,1,4,0,0,0,40,9,0
31,4,1,0,6,0,4,1,0,0,40,9,1
23,2,1,1,5,3,0,1,0,0,30,9,0
35,4,4,1,5,1,2,0,0,0,40,9,0
37,2,1,0,4,0,4,1,5178,0,40,9,1
35,7,1,1,5,1,4,0,0,0,40,9,0
18,4,3,1,2,3,4,1,0,0,16,9,0
43,4,3,2,2,4,4,0,0,0,40,9,0
53,7,4,0,4,0,4,1,0,0,40,9,0
54,2,4,0,4,0,4,1,0,0,52,9,0
29,4,4,0,1,5,4,0,0,0,40,9,0
46,4,0,1,1,1,4,0,0,0,47,6,0
24,4,4,1,2,3,1,1,0,0,30,9,0
30,4,4,2,7,4,1,0,0,0,40,9,0
23,4,4,1,7,1,4,0,0,0,6,9,0
27,0,1,0,0,1,3,0,0,0,6,5,0
36,4,4,0,2,0,4,1,0,0,40,9,0
38,6,1,0,2,0,4,1,0,0,35,9,0
33,4,5,0,4,0,4,1,0,0,15,9,0
66,4,4,0,4,0,4,1,0,0,40,1,0
45,6,4,0,8,0,4,1,0,0,40,9,0
68,0,4,3,0,1,4,0,0,0,12,9,0
37,4,4,0,6,0,4,1,15024,0,60,9,1
17,4,3,1,7,3,4,0,0,0,10,9,0
31,4,4,0,1,0,0,1,0,0,40,9,1
46,4,1,1,8,1,4,1,0,0,55,9,1
40,4,1,0,5,0,4,1,0,0,40,9,0
34,4,4,0,2,0,4,1,0,0,40,9,0
56,4,3,2,2,1,4,1,0,0,45,9,0
42,4,4,2,1,4,2,0,0,0,41,9,0
46,4,5,0,8,0,4,1,0,0,55,9,1
30,4,4,2,2,1,4,1,0,0,50,9,0
33,6,1,0,2,0,4,1,0,0,40,9,1
47,4,4,0,2,5,4,0,0,0,40,9,0
57,6,0,2,2,4,0,1,0,0,40,9,0
34,4,3,2,2,4,4,1,0,0,40,9,0
40,4,4,2,2,3,4,1,0,0,40,9,0
33,4,4,0,6,0,4,1,0,0,40,9,1
22,4,4,1,2,3,4,1,0,0,40,9,0
29,4,3,1,7,4,2,0,0,0,35,0,0
53,1,4,0,1,5,4,0,7688,0,35,9,1
36,4,4,2,1,3,1,0,0,0,40,7,0
45,4,4,2,2,1,1,1,10520,0,40,9,1
36,4,4,2,6,4,4,0,0,0,40,9,0
18,6,4,1,2,3,4,1,0,0,11,9,0
27,4,4,1,1,1,4,0,0,0,40,9,0
30,4,4,0,2,0,4,1,0,0,40,9,0
34,4,1,0,5,0,4,1,0,0,40,9,1
36,4,1,0,6,0,4,1,0,0,40,9,1
36,6,3,1,2,3,4,1,0,0,75,9,0
48,4,5,0,8,0,4,1,0,0,40,9,0
41,6,6,0,5,0,4,1,0,1977,60,9,1
21,4,3,1,7,1,4,0,0,0,40,5,0
47,7,5,0,5,0,4,1,0,0,38,9,1
41,4,3,0,2,0,4,1,0,0,40,5,0
61,6,3,0,2,0,4,1,0,0,20,9,0
64,4,3,0,2,0,4,1,0,0,40,9,0
35,4,4,2,1,1,2,1,0,0,40,9,0
44,4,4,2,2,4,4,1,0,0,50,9,0
20,4,4,1,6,3,4,0,0,0,20,9,0
23,2,4,2,1,4,4,0,0,0,70,9,0
52,4,3,0,7,5,4,0,0,0,35,9,0
43,4,5,1,8,1,4,0,0,0,25,9,0
32,4,1,0,2,0,1,1,0,0,40,9,0
63,4,1,0,2,0,1,1,0,0,40,4,0
29,4,4,1,7,1,4,0,0,0,41,9,1
42,5,4,0,8,0,1,1,0,0,60,2,0
65,4,3,2,2,1,4,0,0,0,28,9,0
24,4,4,0,2,0,4,1,0,0,40,9,0
42,4,4,1,7,3,4,0,0,0,40,9,0
35,4,4,0,2,0,2,1,0,0,40,9,0
40,5,1,0,6,0,4,1,0,0,40,0,1
38,1,4,2,1,4,4,0,0,0,40,9,0
26,4,4,2,1,1,4,0,0,0,50,9,0
46,6,4,0,2,0,4,1,0,1672,50,9,0
39,4,4,1,1,3,4,0,0,0,20,9,0
29,0,1,2,0,1,4,1,0,0,50,9,0
42,4,2,1,5,1,4,1,0,0,36,9,1
36,4,1,0,5,0,4,1,0,0,45,9,1
26,4,4,2,2,1,4,1,0,0,45,9,0
57,4,1,0,6,0,4,1,0,1902,40,9,1
55,4,4,1,2,1,2,1,0,0,40,9,0
35,4,4,0,6,0,4,1,0,0,55,9,1
41,4,4,2,1,4,2,0,0,0,40,0,0
24,4,4,1,7,1,4,0,0,0,30,9,0
47,4,4,0,2,0,4,1,0,0,40,9,0
34,5,4,0,6,0,4,1,0,0,60,9,1
44,4,1,0,8,0,2,1,0,0,35,9,1
18,0,4,1,0,4,4,0,0,0,20,9,0
27,4,1,1,1,1,4,1,0,0,35,9,0
36,4,1,1,1,1,4,0,0,0,50,9,0
21,4,1,1,6,3,4,1,0,0,30,9,0
29,4,4,0,2,0,3,1,0,0,55,9,0
25,4,4,0,2,0,4,1,0,0,40,9,0
73,4,4,0,2,0,4,1,0,0,50,9,0
45,4,0,0,2,0,4,1,0,0,40,9,1
28,4,1,0,8,5,4,0,0,0,50,9,1
43,4,1,0,8,0,4,1,0,0,50,9,0
47,4,4,2,2,1,4,1,0,0,42,9,0
20,4,4,1,1,3,4,0,0,0,15,9,0
22,4,4,1,2,3,4,1,0,0,20,9,0
76,6,3,0,2,0,4,1,0,0,10,9,0
24,4,4,1,2,1,2,1,0,0,40,9,0
54,6,4,0,6,0,4,1,0,0,50,9,0
30,4,4,0,2,0,4,1,0,0,40,9,1
33,4,4,0,2,0,4,1,0,0,58,9,0
30,4,4,2,2,1,4,1,0,0,50,9,0
40,4,0,0,8,0,4,1,0,0,50,9,1
27,0,4,2,0,1,4,1,0,0,30,9,0
49,4,0,2,6,4,4,0,0,0,40,9,0
30,4,4,1,2,1,4,1,0,0,40,9,0
22,4,4,1,1,1,3,0,0,0,40,9,0
19,4,4,0,2,0,4,1,0,0,58,9,0
46,4,4,0,4,0,4,1,0,0,40,9,0
51,4,4,0,1,0,4,1,0,0,50,9,0
56,4,3,3,2,4,3,0,0,0,40,5,0
53,4,4,3,6,1,4,0,0,0,40,9,0
60,0,0,3,0,1,4,0,0,0,40,9,0
27,4,1,1,5,1,4,0,0,0,40,9,0
46,4,4,1,8,4,4,0,0,0,45,9,0
37,4,4,0,2,0,4,1,0,0,40,9,1
41,4,1,0,7,0,1,1,0,0,30,7,0
65,0,0,0,0,0,4,1,0,0,50,9,1
30,6,4,0,1,5,4,0,0,0,55,9,1
57,6,4,0,2,0,4,1,0,0,72,9,0
44,5,4,0,8,0,4,1,0,0,50,9,0
32,6,4,0,2,0,4,1,4064,0,40,9,0
27,6,4,0,2,0,4,1,0,0,40,9,0
57,2,4,3,1,4,4,0,0,0,40,5,0
59,6,1,0,2,0,4,1,0,0,30,9,0
32,4,6,0,5,5,1,0,15024,0,50,9,1
90,0,4,3,0,1,4,0,0,4356,40,9,0
22,4,1,1,8,1,4,0,0,0,30,9,0
39,4,4,1,1,1,4,0,0,0,40,9,0
43,4,0,0,8,0,4,1,3103,0,48,9,1
38,2,1,0,8,0,2,1,0,0,50,9,1
61,4,3,2,6,1,4,1,0,0,25,9,0
24,4,4,1,6,3,4,1,0,0,43,9,0
25,4,4,1,6,1,4,1,0,0,45,9,0
44,4,0,0,2,0,4,1,0,0,40,9,0
55,2,4,2,1,1,4,0,0,0,40,9,1
90,4,1,0,6,0,4,1,9386,0,15,9,1
30,4,4,2,1,4,4,0,0,0,35,9,0
44,4,4,0,2,0,4,1,0,0,40,9,1
36,4,3,2,2,2,2,1,0,0,40,9,0
63,5,4,0,8,0,4,1,0,0,45,9,1
60,4,3,0,2,0,4,1,0,0,40,9,0
34,6,6,1,5,1,4,0,0,0,60,9,1
49,6,3,0,8,0,4,1,0,0,65,9,0
47,4,5,0,8,0,4,1,0,0,65,9,1
42,5,4,0,6,0,4,1,0,0,43,9,1
53,4,3,0,2,0,4,1,0,0,45,3,0
23,4,4,1,4,1,4,0,4101,0,40,9,0
28,0,0,2,0,4,4,0,0,0,40,5,0
20,4,4,0,6,0,2,1,0,0,35,9,0
43,4,4,0,2,0,4,1,3908,0,40,9,0
32,4,6,0,5,0,4,1,0,1977,60,9,1
43,4,1,2,6,4,4,1,0,0,44,9,1
31,4,4,0,2,0,4,1,0,0,60,9,0
29,0,4,0,0,5,4,0,0,0,40,9,0
24,4,4,1,1,3,1,1,0,0,20,9,0
39,4,0,2,1,1,1,1,0,0,40,9,0
29,4,4,0,2,0,2,1,0,0,40,5,1
20,4,3,1,2,1,4,1,0,0,25,5,0
23,0,4,1,0,1,4,1,0,0,40,9,0
42,4,3,2,7,4,4,0,0,0,38,9,0
53,4,4,0,2,0,4,1,0,0,40,9,0
20,4,4,0,2,0,4,1,0,0,48,9,0
58,6,3,0,2,0,4,1,0,2179,18,9,0
51,6,4,2,6,1,4,1,0,0,40,9,0
25,4,4,1,2,1,4,1,0,0,48,9,0
38,4,0,1,5,4,4,0,0,0,36,9,0
41,4,4,0,2,0,4,1,0,0,40,9,1
58,4,1,0,2,0,4,1,0,0,40,9,1
25,4,3,1,2,1,4,1,0,0,40,5,0
50,4,4,0,2,0,4,1,0,0,40,9,0
32,4,1,0,8,0,4,1,0,0,45,9,1
31,5,2,1,5,3,4,1,0,0,40,9,0
22,4,4,1,7,3,4,0,0,0,20,9,0
37,4,4,2,2,2,4,1,0,0,40,8,0
32,4,4,1,6,2,4,0,0,0,40,9,0
46,7,6,1,5,1,4,0,0,1564,55,9,1
62,4,4,0,2,0,4,1,0,0,40,9,1
40,2,4,0,7,0,3,1,0,0,40,0,0
56,4,1,0,6,0,2,1,7688,0,45,9,1
37,4,4,2,8,1,1,0,0,0,40,6,1
41,4,3,2,2,4,4,1,0,0,40,5,0
56,4,3,0,2,0,4,1,0,0,48,9,0
20,4,4,1,2,1,4,1,0,0,30,9,0
34,6,1,0,6,0,4,1,0,0,60,9,1
45,4,4,0,6,0,4,1,0,0,50,9,1
30,4,4,0,2,0,4,1,0,0,40,9,1
51,6,4,0,8,0,4,1,0,0,45,9,1
27,4,3,0,2,0,4,1,0,0,42,9,0
38,4,0,0,6,0,4,1,0,0,40,9,1
39,4,4,0,2,0,4,1,0,0,50,9,0
57,0,1,0,0,0,4,1,0,0,8,9,0
47,4,4,0,8,0,4,1,0,0,50,9,1
77,0,4,0,0,0,4,1,0,0,15,9,0
43,4,4,0,2,0,4,1,0,0,40,9,1
46,2,4,0,8,0,4,1,0,0,65,9,0
41,4,4,0,2,0,4,1,0,0,40,9,1
20,4,4,1,1,1,4,0,0,0,30,9,0
30,7,3,0,1,0,4,1,0,0,40,9,0
30,4,4,0,7,0,2,1,0,0,25,9,0
22,4,4,1,2,3,4,1,0,0,35,9,0
25,4,4,0,2,0,4,1,0,0,44,9,1
18,4,4,1,6,3,4,0,0,0,22,9,0
28,4,1,1,8,3,4,0,0,1408,40,0,0
50,4,1,0,4,0,4,1,15024,0,40,9,1
28,4,4,1,7,1,2,0,0,0,48,9,0
21,4,4,1,7,3,4,0,0,0,40,9,0
37,4,0,2,4,3,4,1,0,0,40,9,0
28,1,1,1,5,3,2,0,0,0,40,9,0
23,4,3,0,7,0,4,1,0,0,35,5,0
32,4,0,1,8,1,2,0,0,0,35,1,0
27,4,3,1,2,3,4,1,0,0,50,9,0
55,4,4,2,5,4,2,0,0,0,40,9,0
44,4,4,0,2,0,4,1,0,0,40,9,1
25,4,1,1,5,3,4,1,0,0,40,9,0
29,4,4,2,6,4,4,0,0,0,32,9,0
50,4,4,2,8,1,4,0,0,0,55,9,0
18,4,4,1,2,3,4,1,0,0,40,9,0
74,4,1,3,7,1,4,0,0,0,8,9,0
22,4,3,1,6,1,4,1,0,0,40,9,0
27,4,1,0,5,0,4,1,0,0,40,9,0
27,7,4,1,4,3,4,0,0,0,80,9,0
41,4,6,0,5,0,4,1,15024,0,50,9,1
24,4,4,0,1,0,4,1,7298,0,40,9,1
23,4,4,1,1,3,4,0,0,0,40,9,0
34,6,6,0,5,0,4,1,7688,0,60,9,1
46,7,1,0,8,0,4,1,0,0,40,9,1
32,4,6,1,5,1,4,1,0,0,60,9,0
41,4,4,0,2,0,3,1,0,0,40,9,0
29,4,0,0,2,0,4,1,0,0,40,9,1
48,4,3,0,2,2,1,0,0,0,45,2,0
51,4,4,1,7,1,2,1,0,0,40,5,0
34,7,3,1,1,1,2,0,0,0,40,9,0
58,4,1,0,8,0,4,1,0,0,45,9,1
52,4,4,0,2,0,4,1,0,0,40,9,0
37,6,1,0,8,0,3,1,7298,0,50,5,1
53,4,4,2,1,1,4,0,0,0,40,9,0
54,4,0,0,2,0,4,1,0,0,20,9,0
36,4,4,0,6,0,4,1,0,0,60,9,0
25,4,0,1,1,3,4,0,0,0,60,9,0
20,4,4,1,5,3,4,0,0,0,48,9,0
23,4,0,1,1,1,4,1,0,0,40,9,0
39,5,1,0,8,0,4,1,0,0,60,9,1
20,6,3,1,2,3,4,1,0,0,40,9,0
28,4,0,1,7,2,2,1,0,0,40,9,0
73,7,4,3,1,1,4,0,0,0,40,9,0
67,4,4,0,4,0,4,1,0,0,24,9,0
56,4,1,2,8,1,4,1,0,0,45,9,1
32,4,0,0,2,0,4,1,0,0,40,9,0
42,4,4,2,2,1,4,1,0,1590,40,9,0
33,4,4,0,7,0,2,1,0,0,40,9,0
37,4,4,1,7,1,4,1,0,0,40,9,0
33,4,4,0,8,0,4,1,0,0,45,9,0
31,4,3,1,1,4,4,0,0,0,40,9,0
59,4,5,0,8,0,4,1,0,0,40,9,1
21,4,4,1,1,4,4,1,0,0,40,9,0
58,5,4,0,8,0,4,1,0,0,50,9,1
24,2,3,1,7,1,4,1,0,0,40,9,0
26,7,4,0,4,0,4,1,0,0,40,9,0
26,4,3,0,2,0,4,1,0,0,40,9,0
33,2,5,1,5,1,4,0,0,0,40,3,0
25,4,1,1,6,1,4,1,0,0,40,9,0
21,4,3,0,2,0,4,1,0,0,50,9,0
24,4,4,1,2,1,4,1,0,0,40,9,0
39,6,0,0,1,5,4,0,0,0,40,9,1
68,4,4,2,1,4,4,0,0,0,40,9,0
66,6,4,1,6,1,4,0,0,0,20,9,0
38,4,1,1,2,1,4,1,0,0,40,9,0
41,4,5,0,8,0,4,1,0,0,50,9,1
71,0,3,3,0,2,4,0,0,0,16,4,0
37,4,4,0,2,0,4,1,0,0,40,9,0
54,6,5,0,6,0,4,1,4386,0,45,9,1
27,7,1,1,5,1,4,1,0,0,40,9,0
49,4,1,1,5,1,4,0,0,0,40,9,0
19,7,4,1,5,3,4,1,0,0,10,9,0
25,4,4,1,2,1,4,1,0,0,50,9,0
47,1,4,0,1,0,2,1,0,0,40,9,1
40,4,4,0,6,2,4,1,0,0,40,9,0
38,4,1,2,8,1,4,1,3325,0,40,9,0
25,4,4,1,7,1,4,1,0,0,40,9,0
25,4,4,1,2,3,4,0,0,0,50,9,0
23,4,3,1,2,2,3,1,0,0,40,9,0
28,4,5,2,6,3,4,0,0,0,40,9,0
29,4,4,2,2,1,4,1,0,0,40,9,0
32,4,3,0,2,0,4,1,0,0,40,9,0
34,4,4,1,7,4,2,0,0,0,40,9,0
52,4,1,0,5,0,2,1,0,0,40,9,1
33,6,4,0,2,0,4,1,0,0,94,9,0
19,4,4,1,6,3,4,1,0,0,35,9,0
68,4,2,0,5,0,4,1,20051,0,55,9,1
41,4,3,1,2,4,4,1,0,0,50,9,0
18,5,4,1,7,4,1,0,0,0,30,1,0
29,4,4,0,2,0,4,1,0,1485,40,9,1
40,4,5,0,8,0,4,1,0,0,50,9,1
51,6,5,2,5,4,4,1,0,0,60,9,1
49,4,4,2,1,1,4,1,0,0,40,9,0
20,7,4,1,7,3,4,0,0,0,20,9,0
38,2,4,0,2,0,4,1,0,0,50,9,1
57,4,3,1,7,1,4,1,0,0,40,6,0
35,4,4,0,6,0,4,1,4064,0,40,9,0
66,4,3,0,6,0,4,1,0,0,26,9,0
27,0,1,0,0,0,4,1,0,0,15,9,0
25,4,0,1,1,1,4,0,0,0,40,9,0
77,0,5,0,0,0,4,1,9386,0,6,9,1
19,0,3,1,0,4,4,0,0,0,35,9,0
70,4,4,0,2,0,4,1,0,2174,40,9,1
59,6,3,0,2,0,4,1,0,0,48,9,0
25,4,1,0,5,0,4,1,0,0,40,9,0
44,2,6,1,5,1,4,1,10520,0,40,9,1
37,4,5,0,8,0,4,1,0,0,55,8,1
75,0,3,3,0,2,1,0,0,0,1,2,0
21,0,4,1,0,1,4,0,0,0,40,9,0
21,4,4,1,6,3,4,0,4101,0,40,9,0
47,1,4,0,2,0,4,1,0,0,40,9,1
20,4,4,1,1,1,2,0,0,1721,30,9,0
32,7,4,0,4,0,4,1,0,0,40,9,0
28,4,4,1,1,4,4,0,0,0,20,9,0
53,4,4,2,2,1,4,1,0,0,40,9,0
19,0,4,1,0,1,3,1,0,0,30,9,0
58,4,4,0,6,5,4,0,0,0,36,9,0
22,4,4,1,6,1,4,0,0,0,30,9,0
23,4,3,0,8,0,4,1,0,0,55,9,0
21,4,4,1,2,1,4,1,3325,0,60,9,0
36,4,4,0,2,0,4,1,0,0,70,9,0
39,4,4,0,7,5,4,0,0,0,15,9,0
34,2,1,1,5,1,4,0,0,0,40,9,0
41,2,5,1,5,1,4,0,0,0,40,9,0
72,4,1,0,6,0,4,1,1455,0,6,9,0
34,4,4,0,7,5,4,0,0,0,40,9,1
51,2,1,0,5,0,4,1,0,1902,40,9,1
32,6,0,1,2,1,4,1,0,0,40,9,0
38,4,4,3,8,1,4,0,0,0,40,9,1
37,4,4,0,2,0,4,1,0,0,40,9,0
21,0,4,1,0,3,2,1,0,0,20,9,0
21,4,4,1,5,3,4,0,0,0,10,9,0
26,4,4,1,1,1,4,1,0,0,40,9,0
34,4,4,0,2,0,4,1,0,1887,40,9,1
18,4,4,1,6,3,4,0,0,0,15,9,0
27,4,3,1,8,4,4,0,0,0,45,9,0
20,4,4,1,1,3,4,0,0,0,38,5,0
36,4,0,0,1,0,4,1,0,0,40,9,1
31,0,1,1,0,1,4,1,0,0,40,9,0
32,4,1,0,8,0,4,1,0,0,60,9,1
54,4,4,0,2,0,4,1,0,0,44,9,1
34,2,5,3,5,1,4,0,0,0,40,9,0
46,4,4,0,6,0,4,1,0,0,48,9,1
33,4,3,2,2,2,4,1,0,0,30,9,0
32,4,1,0,5,0,4,1,99999,0,50,9,1
42,4,0,1,4,1,4,1,0,0,40,9,0
30,4,4,0,2,0,4,1,0,0,50,9,0
37,4,4,0,7,0,4,1,0,0,40,9,1
28,4,4,0,2,0,4,1,0,0,40,9,0
25,4,1,1,8,1,4,1,4101,0,35,9,0
44,6,4,0,7,0,4,1,0,0,40,9,1
40,4,4,0,2,0,4,1,0,0,40,9,0
36,4,4,0,8,0,4,1,0,0,45,9,0
21,4,4,1,1,4,4,1,0,0,40,9,0
