age,NumberOfDependents,RevolvingUtilizationOfUnsecuredLines,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,SeriousDlqin2yrs
54,3.0,0.409423345,0,0.297693797,17040.0,11,0,3,0,0
48,3.0,0.300474535,2,0.86197049,2100.0,10,0,1,1,0
61,0.0,0.097773271,0,0.409070632,6724.0,11,0,1,0,0
47,1.0,0.078876501,0,0.077051269,10200.0,9,0,0,0,0
55,1.0,0.9999999,1,0.080546265,3587.0,4,0,0,0,0
41,2.0,0.192683025,0,0.315800503,4771.0,12,0,1,0,0
44,0.0,0.0001,1,0.083383323,5000.0,5,0,0,0,0
84,0.0,0.272192336,0,0.453494482,1902.0,17,0,0,0,0
65,0.0,0.339005757,0,0.140857393,8000.0,14,0,1,0,0
47,4.0,0.145451979,0,0.067391304,5059.0,3,0,0,0,0
71,0.0,0.0309031489999999,0,0.0142823139999999,4200.0,5,0,0,0,0
52,4.0,0.7036947640000001,0,0.30817679,18258.0,13,0,3,0,0
34,2.0,0.8133400959999999,0,1.423288356,2000.0,7,0,2,0,0
63,0.0,0.837784961,0,0.653739184,6471.0,10,0,1,0,1
52,0.0,0.01882203,0,0.241442703,11422.0,9,0,2,0,0
49,2.0,0.238783744,0,0.444502075,7711.0,26,0,2,0,0
35,0.0,0.730787544,0,0.238041913,6250.0,5,0,1,0,0
76,0.0,0.008328908,0,0.0084957519999999,2000.0,8,0,0,0,0
63,0.0,0.0001,0,0.3898305079999999,707.0,2,0,0,0,0
42,0.0,0.670307225,0,0.568835564,6500.0,11,0,2,0,0
67,1.0,0.010128816,0,0.058862742,15000.0,16,0,1,0,0
48,0.0,0.969170459,1,0.485768501,6850.0,7,0,1,1,0
34,2.0,0.1485958369999999,0,0.113932045,15833.0,10,0,2,0,0
65,1.0,0.62345994,0,0.538394415,4583.0,9,0,1,0,0
38,3.0,0.335402692,0,0.129338902,6942.0,3,0,0,0,0
52,0.0,0.952272783,1,0.934437937,7000.0,15,0,3,0,0
39,0.0,0.979172452,0,0.2325116589999999,1500.0,5,0,0,0,0
61,2.0,0.78910703,0,0.556520098,5298.0,8,0,2,0,0
47,0.0,0.0001,0,0.159122725,15000.0,5,0,1,0,0
59,0.0,0.035430666,0,0.624548736,1384.0,7,0,1,0,0
48,2.0,0.951048951,1,0.444830582,1150.0,6,1,0,4,0
64,0.0,0.012561218,0,0.004748088,3790.0,12,0,0,0,0
26,1.0,0.974039642,1,0.196983141,1126.0,4,0,0,0,0
44,2.0,0.210671854,0,0.6517405310000001,6520.0,10,0,1,0,0
37,1.0,0.06112026,0,0.297024144,5342.0,7,0,2,0,0
63,0.0,0.092488083,0,0.09321747,8860.0,5,0,1,0,0
54,0.0,0.034344926,0,0.2099941669999999,10285.0,15,0,1,0,0
29,0.0,0.353930032,0,0.172114191,2416.0,4,0,0,0,0
41,0.0,0.102896587,0,0.1905915889999999,7014.0,6,0,2,0,0
53,2.0,0.500856759,0,0.754101824,14200.0,9,0,2,0,0
51,2.0,0.548518033,2,0.3334222169999999,18750.0,11,0,2,0,1
70,0.0,0.555658703,0,0.6330852379999999,11285.0,16,0,3,0,0
37,2.0,0.6754513109999999,0,0.270063563,19350.0,17,0,2,0,0
46,0.0,0.0518242359999999,1,0.413508173,11133.0,13,0,5,0,0
31,0.0,0.054589082,0,150.0,0.0001,3,0,0,0,0
52,0.0,0.520558206,0,0.357540747,9693.0,8,0,2,0,0
58,0.0,0.33980469,0,0.355763161,7920.0,14,0,0,0,0
53,0.0,0.021122141,0,0.492058011,2895.0,5,0,1,0,0
38,0.0,0.005924455,0,0.356656065,2200.0,6,0,1,0,0
44,2.0,0.050786045,0,0.204764803,11500.0,8,0,2,0,0
45,1.0,0.06912495,0,0.092568784,11666.0,11,0,1,0,0
47,1.0,0.136530008,0,0.281439494,7585.0,13,0,1,0,0
53,0.0,0.115020298,0,0.145890868,10500.0,9,0,1,0,0
71,0.0,0.015714175,0,0.060279973,10500.0,26,0,1,0,0
53,1.0,0.229218175,0,2.016983017,1000.0,4,0,3,0,0
52,2.0,0.027329631,2,0.244162409,18200.0,15,0,4,0,0
63,2.0,0.066098898,0,0.153639116,17833.0,7,0,1,0,0
48,0.0,0.171746184,0,0.358967367,11000.0,6,0,2,0,0
46,2.0,0.419247318,1,0.473695198,4789.0,6,0,2,0,0
38,0.0,0.642376354,0,0.217432052,3200.0,8,0,0,0,0
62,0.0,0.002841132,0,0.036148285,6500.0,19,0,1,0,0
50,0.0,0.059001875,0,0.14470141,12625.0,8,0,2,0,0
48,1.0,0.510458159,0,1.094370634,7300.0,11,0,2,0,0
88,0.0,0.185523096,0,0.2297872339999999,2819.0,9,0,1,0,0
59,1.0,0.6859883729999999,0,0.322432655,8500.0,6,0,1,0,1
31,0.0,1.081836327,0,0.444928237,6200.0,8,0,2,0,0
31,0.0,3383.0,0,0.096225944,4000.0,3,0,0,0,1
55,0.0,0.021291905,1,0.4418077589999999,7500.0,19,0,2,0,0
52,0.0,0.033882677,0,0.166550073,18582.0,22,0,2,0,0
49,2.0,0.999587118,0,1.025077994,8333.0,10,0,6,0,1
47,2.0,0.008653608,0,0.002570694,3500.0,4,0,0,0,0
48,0.0,0.465818281,0,0.380936511,6000.0,9,1,0,0,0
24,0.0,0.580279813,0,0.030023095,865.0,2,0,0,0,0
45,0.0,0.056435104,0,0.021712218,10500.0,8,0,0,0,0
39,2.0,0.8131927729999999,1,0.163745442,8500.0,14,1,0,0,0
84,0.0,0.015010997,0,0.002687412,7069.0,6,0,0,0,0
40,0.0,0.643944367,0,0.270636596,9000.0,9,0,0,0,0
45,0.0,0.0001,0,0.183155466,3466.0,4,1,1,0,0
58,0.0,0.804998945,1,0.551935066,8500.0,10,0,2,0,0
26,0.0,0.698550242,0,0.0789904179999999,4278.0,3,0,0,0,0
56,0.0,0.059359509,0,0.036992601,5000.0,13,0,0,0,0
54,0.0,0.201765971,0,0.3537384739999999,9000.0,8,0,2,0,0
40,0.0,0.5613258489999999,0,0.13644706,15800.0,4,0,1,0,0
37,3.0,0.734227847,0,0.888467015,4213.0,7,0,1,0,0
65,0.0,0.00635045,0,0.6782157679999999,4819.0,8,0,3,0,0
43,4.0,0.038931858,0,1.448850383,3000.0,20,0,3,0,0
39,0.0,0.0001,0,0.0273394779999999,6400.0,3,0,0,0,1
49,0.0,0.6032842620000001,0,0.5259515570000001,8958.0,18,0,2,0,0
46,2.0,0.1276574469999999,0,0.481825909,20000.0,15,0,4,1,0
45,2.0,0.196543574,0,0.25953887,4900.0,11,0,0,0,0
30,0.0,0.0001,0,0.009715475,1440.0,6,0,0,0,0
52,2.0,1.240345298,3,0.284857261,4833.0,8,0,0,1,0
58,2.0,0.6915442159999999,1,0.405756135,7782.0,6,0,2,0,0
53,0.0,0.37119293,0,0.1881020789999999,11833.0,11,0,2,0,0
31,2.0,0.307769227,0,0.4383123379999999,5000.0,9,0,1,0,0
50,1.0,0.971990818,0,0.4548079339999999,7965.0,12,0,1,1,0
56,1.0,0.022871837,0,0.4378048779999999,4919.0,11,0,2,0,0
41,1.0,0.041068972,0,0.30208429,10890.0,8,0,1,0,0
77,0.0,0.978936094,0,0.146411908,4500.0,13,0,0,0,0
62,0.0,0.031660232,0,0.528188725,2500.0,9,0,2,0,0
61,0.0,0.011147735,0,0.276473657,3833.0,10,0,1,0,0
55,3.0,0.133996429,0,0.044423734,12875.0,12,0,0,0,0
33,0.0,0.162990002,0,0.132384126,3300.0,5,0,0,0,0
39,0.0,0.353909739,0,0.115245765,3600.0,5,2,0,1,0
60,0.0,0.017127327,0,0.013457885,6315.0,12,0,0,0,0
70,0.0,0.004988429,0,0.0018552879999999,4311.0,8,0,0,0,0
61,1.0,0.082758106,0,0.24905225,6066.0,8,0,1,0,0
72,0.0,0.0863755669999999,0,0.290208511,8200.0,12,0,2,0,0
43,0.0,0.023929573,0,9908.0,0.0001,8,0,2,0,0
61,1.0,0.311073382,1,1.7565522830000002,3700.0,11,0,1,0,0
54,2.0,0.440609679,1,0.776889244,2500.0,6,0,1,0,0
39,3.0,0.00850947,0,0.041116006,9533.0,9,0,0,0,0
39,0.0,0.900397385,2,0.377442578,8750.0,7,0,2,0,0
43,0.0,0.01678737,0,0.0063974409999999,2500.0,1,0,0,0,0
72,0.0,0.0852166319999999,0,0.235944022,4072.0,4,0,1,0,0
56,0.0,0.114662001,0,0.530705513,3500.0,17,0,2,0,0
70,0.0,0.159927505,0,0.01381567,5500.0,4,0,0,0,0
76,0.0,1.002341007,1,0.88057273,3072.0,3,0,1,1,0
62,5.0,0.81640495,0,0.779770656,3400.0,15,0,1,0,0
43,2.0,2.03986711,3,0.351429755,2412.0,6,6,0,1,1
61,0.0,0.191208188,0,0.152735351,3600.0,11,0,0,0,0
50,1.0,0.292262876,0,0.72101213,7666.0,13,0,1,0,0
69,0.0,0.094851028,0,0.197281204,8900.0,11,0,0,0,0
38,0.0,0.30090651,1,0.274618031,12500.0,10,0,3,0,0
79,0.0,0.013057032,0,0.538945331,2066.0,11,0,1,0,0
41,1.0,0.045800977,1,0.162700609,12648.0,6,0,2,0,0
53,1.0,0.198834022,0,0.286332715,1616.0,10,0,0,0,0
69,0.0,0.070859484,0,0.651075066,2650.0,10,0,2,0,0
46,2.0,0.557624852,0,0.602937226,11166.0,16,0,2,0,0
50,0.0,0.891021968,0,0.079120251,3500.0,6,0,0,0,0
62,1.0,0.21672953,0,0.213516807,19693.0,13,0,3,0,0
43,0.0,0.0001,0,0.12910597,3500.0,2,0,0,0,0
29,1.0,0.07895871,0,0.89276808,400.0,4,0,0,0,0
55,2.0,0.030500942,0,0.351916805,16250.0,8,0,2,0,0
58,0.0,0.04589936,0,0.267095821,9475.0,12,0,2,0,0
26,0.0,0.8204891559999999,0,0.475381155,4000.0,8,0,1,0,1
43,2.0,0.395206857,0,0.558449612,9674.0,17,0,2,0,0
36,0.0,0.0701475959999999,0,0.1089063219999999,2166.0,2,0,0,0,0
60,0.0,1.009388367,1,0.454627676,3316.0,3,0,1,0,0
89,0.0,0.0048808359999999,0,0.000476145,10500.0,12,0,0,0,0
32,0.0,0.1924020669999999,0,0.458075041,3064.0,8,0,1,0,0
26,0.0,1.034386246,0,0.0872483219999999,3128.0,2,0,0,0,0
52,2.0,0.2504846,0,1.068605179,2200.0,10,0,2,0,0
42,0.0,0.9999999,0,0.164708823,4000.0,1,0,0,0,0
52,1.0,0.705305355,0,0.587886146,7412.0,15,0,2,0,0
68,0.0,0.0001,0,0.264735265,1000.0,3,0,0,0,0
30,0.0,0.9999999,0,0.094446349,5833.0,3,0,0,0,0
73,0.0,0.615692303,1,0.82829582,3109.0,15,0,1,1,1
44,0.0,0.324249599,0,0.262032823,7250.0,9,0,1,0,0
23,0.0,0.02665556,0,0.00039984,2500.0,2,0,0,0,0
65,0.0,0.063346715,0,0.6596707820000001,2429.0,9,0,0,0,0
70,1.0,0.0789507929999999,1,0.599958045,9533.0,21,0,1,0,0
49,0.0,0.525505161,1,0.777018952,5856.0,12,0,3,0,0
51,1.0,0.909859569,1,1.045393137,3700.0,9,0,2,0,0
48,0.0,0.036706571,0,0.955213436,1428.0,6,0,1,0,0
36,2.0,0.0001,0,0.372424417,5192.0,9,0,2,0,0
63,0.0,0.870812919,0,0.594646272,4706.0,6,0,1,0,0
68,0.0,0.056301324,0,27.36986301,72.0,5,0,1,0,0
23,0.0,0.9999999,0,0.0001,820.0,1,0,0,0,0
54,2.0,0.023652341,1,0.00919816,5000.0,9,0,0,0,0
63,0.0,0.0001,0,0.17495637,4583.0,8,0,1,0,0
54,0.0,0.083294919,0,0.123764026,9000.0,8,0,1,0,0
56,0.0,0.44264181,1,0.106504469,12083.0,11,0,0,0,0
52,0.0,0.006138718,0,0.004997224,1800.0,9,0,0,0,0
54,0.0,0.494789762,0,0.620442708,1535.0,11,0,1,0,0
33,0.0,0.109219099,0,0.249900008,12500.0,22,0,2,0,0
59,0.0,0.052358939,0,0.141473082,9082.0,4,0,1,0,0
35,0.0,0.9999999,0,0.0001,3600.0,1,0,0,0,0
37,2.0,0.928117673,1,0.470886688,4138.0,6,0,0,0,0
45,0.0,0.150407085,0,0.13027179,3200.0,3,0,0,0,1
49,0.0,1.025329281,0,0.171900826,3024.0,4,0,0,0,0
62,0.0,0.049391445,0,0.0469208209999999,3750.0,4,0,1,0,0
27,1.0,0.028732042,0,0.1903914589999999,2247.0,4,0,0,0,0
48,4.0,0.08925978,0,0.2647638639999999,11666.0,6,0,2,0,0
29,0.0,0.157684631,0,0.546038544,1400.0,3,0,1,0,0
41,3.0,0.0001,0,0.020483712,4051.0,3,0,0,0,0
33,4.0,0.074537651,0,0.383969282,4166.0,4,0,1,0,0
67,0.0,0.823917608,0,0.155658019,18000.0,6,0,1,0,1
54,2.0,0.906952612,0,0.413842906,9000.0,8,0,1,0,0
45,0.0,0.3697566929999999,0,336.0,1.0,6,0,0,0,0
42,0.0,0.5263414820000001,0,0.83230967,7000.0,11,0,1,0,0
57,0.0,0.176202,0,0.718774548,2545.0,7,0,1,0,0
43,2.0,0.143346515,0,0.343923573,4500.0,5,0,1,0,0
37,0.0,0.158627087,0,0.354041292,10800.0,7,0,3,0,0
30,0.0,0.006331223,1,0.257984824,5666.0,3,1,1,0,0
57,0.0,0.943891214,3,0.837265094,2500.0,20,0,0,0,1
55,1.0,0.087121732,0,0.482688391,5400.0,18,0,2,0,0
49,3.0,0.145012909,0,0.34066693,10135.0,5,0,1,0,0
63,0.0,0.038438768,0,0.309566787,5539.0,12,0,1,0,0
33,0.0,0.011572498,0,0.178455386,4000.0,5,0,1,0,0
44,2.0,0.034484152,0,0.114104223,8500.0,5,0,1,0,0
61,0.0,0.0001,0,0.0001,2500.0,8,0,0,0,0
30,2.0,0.024449389,0,0.002223756,13040.0,2,0,0,0,0
37,0.0,0.086395063,0,0.105496808,20047.0,4,0,3,0,0
42,0.0,0.564449312,0,0.359531196,2900.0,6,0,0,0,0
34,3.0,0.24664485,0,1.819133746,2100.0,15,0,2,0,0
61,1.0,0.002199956,0,0.011569776,7000.0,4,0,1,0,0
53,0.0,0.0095264859999999,0,0.059987371,4750.0,8,0,0,0,0
57,0.0,0.0490879859999999,0,0.269491624,17250.0,7,0,2,0,0
57,1.0,0.156682604,0,0.299419981,16895.0,11,0,3,0,0
57,2.0,0.146049454,0,0.710577865,6125.0,6,0,1,0,0
65,0.0,0.166892459,0,0.325852683,9000.0,6,0,1,0,0
63,0.0,1.008330556,0,0.786570743,2084.0,6,0,1,0,0
42,2.0,0.0001,0,0.689051825,6000.0,11,0,2,0,0
46,0.0,0.071114838,0,0.395168387,12500.0,16,0,3,0,1
32,0.0,0.031553803,0,0.032146091,6625.0,3,0,0,0,0
46,0.0,0.632321881,1,0.48111332,1508.0,6,0,0,0,0
54,0.0,0.9999999,0,0.0001,2166.0,0,0,0,0,0
52,1.0,0.021047285,0,0.0069630419999999,5600.0,6,0,0,0,0
40,0.0,0.057571577,0,0.1881846639999999,7667.0,13,0,1,0,0
53,4.0,0.343876931,0,0.479320062,11000.0,9,0,1,0,1
53,1.0,0.169833037,1,0.713580247,4859.0,15,0,2,0,0
61,0.0,0.9999999,0,980.5,1.0,2,0,1,0,0
53,0.0,0.0655153959999999,0,0.652931854,4416.0,10,0,1,0,0
38,0.0,0.356067184,1,0.406532861,2540.0,7,0,0,0,0
31,0.0,0.196118287,1,0.420141429,4100.0,7,0,0,0,1
49,4.0,0.5065587970000001,0,0.3357434039999999,13000.0,16,0,2,0,0
48,0.0,0.235751053,0,0.752070837,3500.0,11,0,2,0,0
64,1.0,0.020030817,0,0.075641144,10800.0,10,0,0,0,0
50,1.0,0.863126782,2,0.318368163,10000.0,12,0,1,0,1
49,0.0,0.6519375589999999,2,0.5696491229999999,11399.0,26,0,4,0,1
45,2.0,0.02272458,0,0.8015855540000001,4540.0,8,0,2,0,0
38,1.0,0.40271512,0,0.263353328,3500.0,10,0,0,0,0
32,2.0,0.052639918,0,0.466888796,2400.0,8,0,1,0,0
66,0.0,0.0327966239999999,0,0.093536951,11000.0,10,0,0,0,0
65,1.0,0.053948298,0,0.296114988,9600.0,20,0,2,0,0
44,2.0,0.319320798,0,1.102820421,2800.0,11,0,1,0,0
66,0.0,0.9999999,1,0.291182796,2324.0,3,1,1,0,0
49,0.0,0.956179048,0,0.406383457,4448.0,8,0,2,0,0
61,2.0,0.476723717,0,0.31878089,4855.0,12,0,0,0,0
62,0.0,0.030339621,0,0.232754136,9610.0,14,0,2,0,0
62,0.0,0.123585783,0,0.08398024,1416.0,4,0,0,0,0
64,2.0,0.914537927,0,0.47157942,4450.0,7,0,2,0,0
57,1.0,0.000393236,0,0.372136141,7550.0,14,0,2,0,0
58,0.0,0.0759532659999999,0,0.085304743,8580.0,8,0,0,0,0
39,2.0,0.332712149,0,0.308034473,7193.0,13,0,1,0,0
54,0.0,0.09508107,0,0.157322706,11040.0,7,0,1,0,0
35,0.0,0.019236473,0,0.428345031,4416.0,8,0,1,0,0
74,0.0,0.007096545,0,0.000571374,10500.0,3,0,0,0,0
41,3.0,0.003236637,0,0.037328356,7500.0,7,0,0,0,0
54,0.0,0.0216860179999999,0,0.1589324359999999,8317.0,4,0,1,0,0
65,1.0,0.297644017,0,0.440216637,7200.0,5,0,2,0,0
62,0.0,0.1263972669999999,1,0.319749216,9250.0,8,0,1,0,0
62,1.0,0.010749731,0,0.310169492,12389.0,18,0,3,0,0
64,0.0,0.6487000629999999,0,0.637436256,10000.0,7,0,2,0,0
45,4.0,0.333040658,0,0.5073383579999999,10083.0,12,0,4,0,0
48,2.0,0.097790221,0,0.185312743,9000.0,5,0,1,0,0
61,0.0,0.181110888,0,0.3518628729999999,8400.0,15,0,2,0,0
27,0.0,0.98608998,0,0.221203916,4800.0,6,1,0,2,1
31,0.0,0.9999999,0,0.004126547,726.0,3,0,0,0,0
73,0.0,0.8871132270000001,1,0.142055268,2315.0,10,0,0,0,1
33,3.0,0.9999999,0,0.268671432,4056.0,6,0,0,0,0
60,1.0,0.9999999,0,0.35412844,1634.0,2,0,0,0,0
56,0.0,0.012384253,0,0.148718667,7140.0,16,0,1,0,0
42,0.0,0.70778601,0,0.99387855,4083.0,7,0,2,0,0
67,0.0,0.9999999,0,0.432045436,12500.0,9,0,3,0,0
67,0.0,0.12937751,0,0.164460528,10500.0,19,0,1,0,0
57,3.0,0.9999999,1,0.215112321,5875.0,3,0,1,1,0
50,3.0,0.481212905,2,0.3970301479999999,6666.0,7,0,2,0,0
46,2.0,0.609404352,0,0.4635682479999999,9208.0,8,0,2,0,0
32,0.0,0.0129844289999999,1,0.12645231,3700.0,6,0,0,0,0
22,0.0,0.07992008,0,0.002244669,890.0,2,0,0,0,0
62,1.0,0.0767101459999999,2,0.253944889,16983.0,19,0,1,0,0
49,0.0,0.92851616,0,0.285497254,8556.0,15,0,0,0,0
58,0.0,0.0221441779999999,0,0.60689885,6000.0,10,0,1,0,0
48,0.0,0.417389805,0,0.460404525,8750.0,9,0,1,0,0
68,0.0,0.234127645,1,0.2293853069999999,2000.0,5,0,0,0,0
78,0.0,0.021315166,0,0.082458771,3334.0,4,0,0,0,0
36,3.0,0.0001,0,0.637020144,2630.0,3,0,1,0,0
40,2.0,1.00147547,1,0.127877238,4300.0,3,0,0,0,0
38,0.0,0.178516655,0,0.7944245190000001,6133.0,8,0,2,0,0
38,1.0,0.622951771,0,0.492472714,5313.0,19,0,0,0,0
52,0.0,0.0614312859999999,0,0.573381756,4680.0,10,0,4,0,0
41,2.0,0.005765246,0,0.151802157,3800.0,10,0,0,0,0
42,0.0,0.419715024,0,0.48421654,7000.0,9,0,2,0,0
48,2.0,0.824924109,0,0.672801636,4400.0,13,0,2,0,0
67,0.0,0.102624669,0,0.716587112,3351.0,18,0,2,0,0
75,0.0,0.017861658,0,0.00689862,3333.0,7,0,0,0,0
43,2.0,0.22486989,0,0.423139259,8020.0,11,0,2,0,0
41,1.0,0.323549915,0,0.430311981,10833.0,5,0,2,0,0
47,2.0,0.8797296440000001,0,0.558868895,5834.0,8,0,3,0,0
51,2.0,0.005830079,0,0.077501881,3986.0,6,0,0,0,0
52,1.0,0.011549711,0,0.298558363,6450.0,11,0,2,0,0
63,2.0,0.0001,0,0.230683091,6250.0,8,0,2,0,0
65,0.0,0.063727613,0,2065.0,0.0001,19,0,1,0,0
40,0.0,0.5521100729999999,0,0.724101255,4700.0,10,0,1,0,0
45,2.0,0.279807884,0,0.220815752,7820.0,15,0,0,0,0
48,1.0,0.55909606,2,0.384248577,6500.0,18,1,1,1,0
42,2.0,0.51909342,0,0.438833431,10217.0,5,0,2,0,0
42,1.0,0.0462733059999999,0,0.313894808,8916.0,5,1,2,0,1
54,0.0,0.7841908740000001,0,0.148010194,5100.0,6,0,0,0,0
86,0.0,0.051997189,0,0.01802962,1552.0,9,0,0,0,0
50,0.0,0.0034507709999999,0,0.164823862,11666.0,10,0,2,0,0
61,0.0,0.1145837419999999,0,0.220977902,10000.0,11,0,1,0,1
47,2.0,0.101232621,0,0.27759261,10500.0,10,0,1,0,0
35,4.0,0.893687708,0,0.206409879,3400.0,2,1,0,0,1
29,0.0,0.9999999,0,0.314841849,2054.0,2,0,1,0,0
35,1.0,0.9999999,1,0.268956137,5881.0,8,0,2,0,0
46,0.0,0.599709077,0,0.631828489,4850.0,9,0,1,0,0
65,0.0,0.079945307,0,0.925598165,3050.0,14,0,1,0,0
58,2.0,0.099596378,0,0.338931621,14170.0,10,0,2,0,0
48,2.0,0.877017569,1,0.389170897,6500.0,8,0,2,1,0
48,2.0,0.410886304,0,0.116876819,6185.0,3,0,1,0,0
37,0.0,0.008112697,0,0.09767728,6500.0,3,0,0,0,0
27,0.0,0.4107905429999999,0,0.1749028319999999,1800.0,5,0,0,0,0
59,3.0,0.38220874,0,0.31359289,10350.0,8,0,2,0,0
40,2.0,0.389602977,0,0.39194856,3576.0,6,0,1,0,0
62,0.0,0.22338195,0,0.411219181,4420.0,8,0,1,0,0
30,0.0,0.52858779,0,0.341107872,2400.0,12,0,0,0,0
76,0.0,0.018448897,0,0.16118284,2400.0,8,0,2,0,0
75,0.0,0.005033768,0,0.1900191939999999,2083.0,10,0,0,0,0
45,0.0,0.796121408,0,0.258491398,6800.0,5,0,1,0,0
65,0.0,0.0001,0,0.213120696,2758.0,6,0,1,0,0
69,1.0,0.9999999,0,0.929302547,4200.0,5,0,2,0,0
39,3.0,0.006472624,0,0.287691187,9610.0,11,0,2,0,0
33,0.0,0.1355351119999999,0,0.017495626,4000.0,2,0,0,0,0
39,2.0,0.198816765,0,0.248152977,2300.0,8,0,0,0,0
47,3.0,0.053245275,0,0.292470753,10000.0,12,0,2,0,0
44,2.0,0.190119569,0,0.2367412539999999,8088.0,8,0,2,0,0
40,0.0,0.9999999,0,0.0001,1920.0,1,0,0,0,0
67,0.0,0.0001,0,0.248467075,3750.0,7,0,1,0,0
34,1.0,0.311782181,0,0.833364192,5400.0,16,0,2,0,0
66,2.0,0.096536409,0,0.310991637,8369.0,15,0,2,0,0
22,0.0,0.0001,0,0.0001,1000.0,1,0,0,0,0
50,2.0,0.0566651309999999,1,0.3495648079999999,4250.0,10,0,1,0,0
41,0.0,0.065618757,0,0.156512465,7500.0,9,0,2,0,0
40,0.0,0.5654316220000001,0,0.84565394,1230.0,6,0,0,0,0
66,0.0,0.000355824,0,0.28463821,4380.0,11,0,1,0,0
29,0.0,0.0001,0,0.416233507,2500.0,8,0,1,0,0
55,0.0,0.070790662,0,0.023990404,2500.0,5,0,0,0,0
61,0.0,0.0001,0,0.394602141,4297.0,9,0,1,0,0
55,1.0,0.149185708,0,0.659528908,1400.0,19,0,0,0,0
31,1.0,0.047626102,0,0.276400679,2944.0,5,0,0,0,0
70,0.0,0.0001,1,0.571532449,5500.0,4,0,2,1,0
44,3.0,0.692830717,0,0.529277349,3500.0,4,0,1,0,0
51,0.0,0.015861072,0,0.263282009,7208.0,10,0,1,0,0
50,3.0,0.391118886,0,0.651507821,6200.0,23,0,1,0,0
58,3.0,0.840638276,1,0.775048902,4600.0,12,0,2,0,1
35,0.0,0.0001,0,0.2084511869999999,11666.0,4,0,1,0,0
38,3.0,0.0001,0,0.1723152839999999,7700.0,9,0,2,0,0
38,2.0,0.247153178,1,0.845089436,2962.0,9,0,1,0,0
70,0.0,0.040754969,0,0.105178964,5000.0,14,0,0,0,0
32,0.0,0.076995722,0,0.009997562,4100.0,6,0,0,0,0
77,0.0,0.01459854,0,0.210574294,3290.0,4,0,1,0,0
54,0.0,0.048208648,0,0.188037249,8375.0,6,0,1,0,0
46,0.0,0.9999999,0,0.158680603,7366.0,3,0,1,0,0
60,2.0,0.9999999,0,0.470088319,6000.0,8,0,1,0,0
60,1.0,0.001124218,0,0.000206768,29017.0,13,0,0,0,0
60,0.0,0.005552751,0,0.499305748,3600.0,16,0,1,0,0
40,3.0,0.2130112539999999,0,0.338921762,3041.0,9,0,0,0,0
31,0.0,0.0001,0,0.301923517,8733.0,6,0,2,0,0
49,0.0,0.003529273,0,0.331538807,6686.0,13,0,1,0,0
76,0.0,0.035799284,0,0.050572519,1047.0,10,0,0,0,0
44,0.0,0.018335634,1,0.003499125,4000.0,2,0,0,0,0
47,6.0,0.272082205,1,0.261242725,17010.0,15,0,1,0,0
42,3.0,0.223315903,0,0.004374089,4800.0,1,0,0,0,0
38,2.0,0.496630672,0,0.3432282,3233.0,8,0,1,0,0
62,0.0,0.0001,5,1.4860950169999998,1725.0,7,0,1,0,0
46,1.0,0.230654064,0,0.95448592,3053.0,13,0,2,0,0
46,0.0,0.044999328,0,0.1817233469999999,9585.0,5,0,1,0,0
50,0.0,0.078287413,0,0.533058368,8000.0,11,0,4,0,0
55,2.0,0.884984689,0,0.307829658,11200.0,12,0,1,0,0
29,2.0,0.686034885,0,0.052556412,3500.0,3,0,0,0,0
49,0.0,0.9999999,0,0.191191891,8582.0,5,0,0,0,0
49,1.0,0.3937507739999999,0,0.486283475,6123.0,38,0,2,0,0
39,2.0,0.004384689,1,0.359894149,3400.0,10,0,1,0,0
52,0.0,0.019918819,0,0.306948842,6000.0,11,0,2,0,0
76,0.0,0.007255369,0,0.00279944,5000.0,5,0,0,0,0
44,2.0,0.121752228,0,0.348941843,6000.0,5,0,1,0,0
46,3.0,0.258806418,0,0.312267238,8860.0,8,0,2,0,0
59,0.0,0.289614277,0,0.3575647429999999,2200.0,6,0,0,0,0
71,0.0,0.032614472,0,0.0169915039999999,2000.0,4,0,0,0,0
60,0.0,0.076102747,0,0.521707406,2740.0,12,0,1,0,0
45,2.0,0.293872563,2,0.439324854,12500.0,9,0,3,0,0
48,2.0,0.243918438,0,0.177770027,8600.0,15,0,1,0,1
69,0.0,0.009676001,1,0.004799616,12500.0,22,0,0,1,0
47,0.0,0.003867049,0,0.0998032919999999,9658.0,8,0,1,0,0
43,0.0,0.115787753,0,0.150614645,9354.0,8,0,1,0,0
47,3.0,0.940005084,1,0.27943761,7396.0,8,0,1,1,0
44,2.0,0.953653682,2,1.846153846,3158.0,12,0,3,0,0
53,4.0,0.0001,0,0.460619361,4100.0,9,0,1,0,0
55,0.0,0.027830993,0,0.190139631,5800.0,9,0,0,0,0
87,0.0,0.066720765,0,0.299863698,2200.0,18,0,1,0,0
37,2.0,0.748057958,0,0.850767754,2083.0,8,0,1,0,0
85,0.0,0.0001,0,0.0001,10500.0,1,0,0,0,0
48,1.0,0.0236097839999999,0,0.394160584,3972.0,5,0,1,0,0
66,1.0,0.279829799,0,0.2524271839999999,4222.0,17,0,1,0,0
49,0.0,0.011616527,0,0.42378104,11033.0,21,0,5,0,0
