f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,target
-0.674276352,-0.0526701175,2.160496,2.09546876,2.14518738,2.28778529,2.47802806,-0.316687822,0.25502497,0.312057316,0.386092693,0.484986573,0.53494513,0.593054473,-0.154777512,-0.0745280907,-0.138338581,-0.308062553,-0.114961497,-0.14572075,0,0,0,0,1,0,0,0,0,1,0,0,1
0.558907092,-0.0526701175,0.845712543,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.523770154,-0.595215678,-0.656952858,-0.652367055,-0.52554363,0.376587451,-0.00708159944,-0.296801269,-0.298487633,0.171789736,-0.293382049,1,0,1,0,0,0,0,0,0,1,0,0,0
0.944276869,1.35765231,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.321053654,-0.180716708,-0.180569202,-0.211496532,-0.512818754,-0.612709522,-0.256751746,-0.204907283,-0.26312086,-0.295295984,0.0548245572,-0.293382049,0,0,1,0,0,0,0,0,0,0,1,0,0
2.02331233,0.272788912,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.687629282,-0.68269372,-0.669420898,-0.663326085,-0.653353989,-0.64281708,-0.306320071,-0.231382415,-0.26329124,-0.27040115,-0.275518626,-0.260193408,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.21379411,0.598247945,0.845712543,2.09546876,2.14518738,2.28778529,2.47802806,2.47884989,-0.577192128,-0.556212425,-0.543981493,-0.514876902,-0.491715431,-0.483060539,-0.272087157,-0.256989509,-0.239550233,-0.27078414,-0.314136118,-0.282244176,1,0,0,1,0,0,0,0,0,0,1,0,0
-0.443054467,-0.812074482,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.0261924174,-0.0586893857,-0.0715541616,-0.193682626,-0.196301937,-0.164874002,-0.237793848,-0.179994613,-0.210129559,-0.23784636,-0.235592067,-0.232573733,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.134758607,-0.2696428,2.160496,2.09546876,2.14518738,2.28778529,2.47802806,2.47884989,0.738601744,0.810788691,0.889609516,0.966972291,1.17401528,1.257285,-0.0702517778,-0.0399802104,-0.296801269,0.202600777,-0.0523226187,-0.0289980117,0,0,1,0,0,0,0,0,0,1,0,0,1
0.0964632854,-0.920560837,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.00818458758,-0.596860111,-0.583780646,0.949204981,1.07828546,1.1407336,-0.251378328,-0.170185789,5.38286495,-0.0208144374,0.0158143453,-0.180878207,1,0,0,1,0,0,0,0,0,0,1,0,0
-0.0576846413,-0.378129125,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.676968575,-0.641765058,-0.639167786,-0.639201105,-0.545633316,-0.621290088,-0.12187285,-0.140325308,-0.175142825,0.147640631,-0.191607401,0.301369548,0,0,0,0,1,0,0,0,0,0,1,0,1
-0.828424275,-1.02904713,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.0375186093,-0.0248139817,-0.151210129,-0.234611079,-0.186663181,-0.158106938,-0.218171805,-0.169708371,-0.22864528,-0.218696475,-0.235592067,-0.248380512,0,0,0,1,0,0,0,0,0,0,1,0,0
2.94819999,0.381275237,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,3.87723351,3.19710088,3.08470511,3.49211597,2.91838574,2.15560913,0.322611719,0.199033841,0.443543226,0.299052298,0.0860458165,0.0557736382,0,0,0,1,0,0,0,0,0,0,1,0,0
0.790128946,-0.161156461,0.845712543,2.09546876,-0.38461417,-0.339990377,2.47802806,-0.316687822,-0.41073513,-0.448923916,-0.376205057,-0.323556215,-0.408272624,-0.361505181,-0.341941625,-0.0833820701,-0.183207944,-0.308062553,-0.183229372,-0.180878207,1,0,1,0,0,0,0,0,0,0,1,0,0
-0.751350343,-0.920560837,-0.469070911,-0.399186403,2.14518738,4.9155612,3.87135291,3.87661862,0.00950190239,0.0916072503,0.205799699,0.255924046,0.334850162,0.34540996,-0.0240645055,0.0496012308,-0.296801269,-0.148480266,-0.314136118,-0.293382049,1,0,1,0,0,0,0,0,0,0,1,0,1
-0.751350343,0.70673424,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.264911622,0.125384301,0.305470586,0.116475098,0.173228085,0.131903082,-0.130627304,0.394038409,-0.126411289,-0.180396736,-0.193701908,-0.192241102,1,0,1,0,0,0,0,0,0,1,0,0,0
-0.905498266,0.598247945,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.554403961,-0.690983415,-0.340140671,-0.376531601,-0.3402749,-0.314337224,-0.341941625,0.759699106,-0.211606279,-0.250612944,-0.249140918,-0.231504947,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.905498266,-1.35450613,2.160496,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.0364818946,-0.265665144,-0.29892838,-0.259839654,-0.216994047,-0.187643588,-0.221190572,-0.170185789,-0.240004614,-0.244229645,-0.246850044,-0.237130135,0,0,0,1,0,0,0,0,0,0,1,0,1
0.250611216,0.381275237,0.845712543,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.690983415,-0.677928686,-0.672497272,-0.663058519,-0.652724206,-0.341941625,-0.256989509,-0.296801269,-0.308062553,-0.314136118,-0.293382049,1,0,1,0,0,0,0,0,0,0,1,0,0
2.56283021,0.923706949,0.845712543,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.686053932,-0.675415635,-0.672449112,-0.676694274,-0.625144958,-0.606832385,-0.266955227,-0.240496814,-0.295551747,-0.143692806,-0.117186911,0.0455920398,0,0,1,0,0,0,0,0,0,1,0,0,0
0.944276869,1.24916601,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,2.62313604,2.74283886,2.84826064,3.12839222,3.34523845,3.3961823,0.261813581,0.177029103,0.271165371,0.267008185,0.276973307,0.212885261,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.05964613,-1.24601984,2.160496,2.09546876,2.14518738,2.28778529,2.47802806,2.47884989,-0.693604767,-0.688875854,-0.675765693,-0.670165598,-0.660591245,-0.64768672,-0.341941625,-0.256989509,-0.296801269,-0.308062553,-0.3043181,-0.293382049,0,0,0,1,0,0,0,0,0,1,0,0,0
0.173537254,0.70673424,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.644755423,-0.644434631,-0.619023085,-0.598785639,-0.566424131,-0.5345608,-0.281566113,-0.213414043,-0.211606279,-0.21231319,-0.231206685,-0.209004164,1,0,0,1,0,0,0,0,0,1,0,0,1
-1.13672018,1.35765231,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.502757072,-0.477207303,-0.439364552,-0.404356092,-0.373500675,-0.317007095,-0.266351461,-0.188371181,-0.223703966,-0.267145663,-0.138459265,-0.293382049,0,0,0,0,1,0,0,0,0,1,0,0,0
-1.05964613,-1.35450613,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.312140226,-0.269838125,-0.247622102,-0.243595749,-0.374076366,-0.584566593,-0.191002816,-0.213110238,-0.279705465,-0.305700749,-0.313023418,-0.293382049,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.674276352,-1.24601984,2.160496,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.407480389,0.385133207,0.379445076,0.411881179,0.16992195,0.164865255,-0.136664852,-0.135464311,-0.124253012,-0.180396736,-0.183229372,-0.180878207,0,0,0,1,0,0,0,0,0,0,1,0,1
-0.520128429,1.4661386,-0.469070911,-0.399186403,-0.38461417,2.28778529,2.47802806,2.47884989,0.173202053,0.220238253,0.320770174,0.377465844,0.520207345,0.58323127,-0.191002816,0.00776183698,-0.296801269,0.0430184789,-0.117775992,-0.293382049,1,0,1,0,0,0,0,0,0,1,0,0,1
-0.674276352,-0.378129125,0.845712543,2.09546876,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.849011779,0.673207641,0.551605225,0.662317276,0.116053402,0.150122121,-0.341941625,-0.107339896,-0.161454827,-0.205355406,-0.183229372,-0.180878207,0,0,0,1,0,0,0,0,0,0,1,0,1
0.404759139,0.381275237,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.325480938,1.43067622,1.52524209,1.4717927,1.28295314,1.34796035,5.69561052,0.0902253762,0.043978706,0.0111020207,0.0131307561,-0.0121224346,1,0,1,0,0,0,0,0,0,1,0,0,0
0.0964632854,0.70673424,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.690983415,-0.677928686,-0.672497272,-0.663058519,-0.652724206,-0.341941625,-0.256989509,-0.296801269,-0.308062553,-0.314136118,-0.293382049,1,0,1,0,0,0,0,0,0,1,0,0,0
1.48379469,0.70673424,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.690983415,-0.677928686,-0.672497272,-0.663058519,-0.652724206,-0.341941625,-0.256989509,-0.296801269,-0.308062553,-0.314136118,-0.293382049,0,0,0,0,1,0,0,0,0,0,1,0,1
-1.05964613,1.0321933,2.160496,2.09546876,2.14518738,-0.339990377,-0.308621436,-0.316687822,-0.283743262,-0.256153077,-0.252827704,-0.224740371,-0.338482022,-0.374938577,-0.257415891,-0.256989509,-0.244093969,-0.269635141,-0.263867915,-0.220310807,0,0,0,1,0,0,0,0,0,1,0,0,1
-0.0576846413,1.7915976,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,1.50097394,1.61538219,-0.677928686,-0.672497272,-0.663058519,-0.652724206,0.101818457,-0.256989509,-0.296801269,-0.308062553,-0.314136118,-0.293382049,1,0,0,1,0,0,0,0,0,1,0,0,1
0.944276869,1.7915976,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,3.41106701,-0.662882745,-0.646089375,0.961920321,1.08887827,1.16461146,-0.221190572,-0.143971071,11.9665642,-0.0728382617,-0.0719586313,-0.0804122686,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.905498266,1.35765231,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.436977386,0.43304491,-0.605973005,-0.61659956,-0.640261054,-0.572543681,-0.245340779,-0.040414229,0.476542085,-0.224441439,-0.000679905643,-0.217723221,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.674276352,0.164302558,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.00952906348,0.0332280323,0.0348508544,0.0559762344,0.101348519,0.156486183,-0.159728304,-0.165281385,-0.126013711,-0.180396736,-0.117775992,0.831656456,1,0,0,0,1,0,0,0,0,1,0,0,0
-0.443054467,-1.24601984,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.613194227,-0.690983415,-0.630227387,-0.6332165,-0.645360053,-0.633178651,-0.341941625,-0.113416158,-0.153276101,-0.239186838,-0.237752035,-0.182340756,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.674276352,0.164302558,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.552244604,-0.522505641,-0.471924871,-0.648341238,-0.555255651,-0.608813822,-0.244072899,-0.0399802104,-0.208539262,0.0111020207,-0.142975539,0.00520315859,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.828424275,1.35765231,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.655307531,-0.684941769,-0.671728075,-0.661351919,-0.655985713,-0.582685888,-0.315980136,-0.238326713,-0.256078064,-0.280614406,-0.041130092,-0.129463956,0,0,0,0,1,0,0,0,0,1,0,0,0
0.4818331,0.272788912,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.666715205,0.18672815,0.224516824,0.245353848,0.201700285,0.0814607218,3.42965674,-0.0399802104,-0.183207944,0.0111020207,0.0131307561,-0.124626286,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.674276352,-0.703588128,2.160496,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.392161518,0.4241651,0.491964161,0.0955056846,0.1440157,0.190791696,-0.130627304,-0.0964026302,-0.194567278,-0.186780021,-0.117775992,-0.180878207,0,0,0,1,0,0,0,0,0,1,0,0,0
2.56283021,-0.486615479,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.666022599,-0.611950159,0.19016844,0.0316492245,0.0103394557,-0.368557721,0.00219884631,2.35610628,-0.240004614,-0.254570574,-0.0211668126,1.06993961,0,0,0,1,0,0,0,0,0,1,0,0,0
0.404759139,-1.02904713,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.229058906,0.127000093,0.00960147381,-0.0851048827,-0.279925674,-0.530346096,-0.0980848894,-0.125872493,-0.217285946,-0.116563812,-0.183229372,5.33181047,0,0,0,1,0,0,0,0,0,1,0,0,0
0.019389322,1.35765231,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.356765956,-0.349082112,-0.309382856,-0.290415525,-0.254233241,-0.214073777,-0.221190572,-0.170185789,-0.217285946,-0.244229645,-0.183229372,-0.180878207,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.05964613,1.68311131,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.547966778,-0.523840427,-0.491824448,-0.467901677,-0.442024767,-0.422593504,-0.269189119,-0.204256251,-0.270050049,-0.276912093,-0.281998515,-0.264806092,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.134758607,0.055816222,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.25501138,-0.0472945496,-0.0389938541,-0.246145025,-0.629947901,-0.57340008,-0.191002816,-0.204907283,-0.148107603,-0.179566905,-0.00493437517,-0.293382049,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.13672018,-1.46299255,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.4569498,-0.443247586,-0.412817359,-0.382485092,-0.522605538,-0.652724206,-0.251378328,-0.204907283,-0.240004614,-0.244229645,-0.314136118,-0.293382049,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.288906544,0.923706949,2.160496,2.09546876,2.14518738,2.28778529,-0.308621436,-0.316687822,0.833122492,0.842345774,1.03140116,1.11556137,1.24155247,1.33432555,-0.341941625,0.234449759,-0.296801269,-0.0339640193,-0.00650525605,-0.0537488572,0,0,0,0,0,0,0,1,0,1,0,0,1
-0.828424275,1.35765231,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.0770787969,0.124386728,0.181848109,0.231006354,0.30496341,0.335838675,-0.216360539,-0.147182807,-0.1908755,-0.215823993,-0.294958264,-0.206472829,0,0,0,1,0,0,0,0,0,1,0,0,0
0.250611216,-0.703588128,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.568745017,-0.680824995,-0.667503059,-0.656362176,-0.629586041,-0.591199338,-0.298290104,-0.225609973,-0.237846345,-0.178162575,-0.0743149519,-0.252711922,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.751350343,-1.24601984,2.160496,2.09546876,-0.38461417,2.28778529,2.47802806,2.47884989,0.273182184,0.285726935,0.185510784,0.234021977,0.354522467,0.416825205,-0.341579378,2.44881272,-0.296801269,-0.0208144374,-0.117775992,-0.15275225,0,0,0,1,0,0,0,0,0,0,1,0,0
0.250611216,-0.2696428,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.608440995,-0.679096818,-0.616038144,-0.672497272,-0.663058519,-0.652724206,-0.277702063,-0.0411086604,-0.296801269,-0.308062553,-0.314136118,-0.293382049,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.443054467,0.815220594,-0.469070911,-0.399186403,2.14518738,-0.339990377,-0.308621436,-0.316687822,0.779424906,0.922755957,0.840134561,0.999475658,1.07228184,1.09047592,0.237663373,-0.256989509,-0.069614619,-0.0677316338,-0.0523226187,-0.057123974,0,0,0,1,0,0,0,0,0,1,0,0,0
0.250611216,0.923706949,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.686583579,-0.690983415,-0.677928686,-0.672497272,-0.663058519,-0.652724206,-0.341941625,-0.256989509,-0.296801269,-0.308062553,-0.314136118,-0.293382049,1,0,1,0,0,0,0,0,0,1,0,0,0
-1.05964613,-0.486615479,2.160496,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.690345407,-0.685503781,-0.672304869,-0.672497272,-0.650228798,-0.652724206,-0.318395168,-0.240062788,-0.296801269,-0.258272886,-0.314136118,-0.293382049,1,0,0,0,1,0,0,0,0,1,0,0,0
-0.520128429,0.598247945,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.694405973,-0.677649617,-0.633529544,-0.572593331,-0.555189848,-0.652724206,-0.284162253,-0.123355187,0.0682308823,-0.299700439,-0.314136118,-0.293382049,1,0,0,1,0,0,0,0,0,1,0,0,1
-0.751350343,-1.02904713,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,2.47884989,0.00914880726,0.039087031,0.0637629107,0.128226683,0.236817643,0.228203669,-0.207304209,-0.169795185,-0.160659671,0.0693176389,-0.314136118,-0.155677348,1,0,1,0,0,0,0,0,0,0,1,0,0
-0.520128429,2.11705661,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.464120328,-0.317342371,0.0478288345,-0.555991888,-0.50541693,-0.652724206,0.261813581,1.26207566,-0.183207944,-0.174715593,-0.314136118,-0.293382049,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.982572198,0.489761591,0.845712543,-0.399186403,2.14518738,2.28778529,2.47802806,-0.316687822,-0.702853084,-0.653595448,-0.622108936,-0.649367154,-0.663058519,-0.652724206,-0.13769123,-0.170185789,-0.296801269,-0.308062553,-0.314136118,-0.269137472,0,0,0,0,1,0,0,0,0,1,0,0,1
1.40672064,1.4661386,0.845712543,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.185016125,-0.548466086,-0.487130105,-0.522029877,-0.561763406,1.8322413,0.132672399,0.383338779,0.23924087,0.0404248126,-0.190553546,0,0,0,0,0,0,1,0,0,1,0,0,0
0.790128946,-0.703588128,0.845712543,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695764065,-0.645108998,-0.589606285,-0.672497272,-0.663058519,-0.149627104,-0.144272164,0.00902049057,-0.296801269,-0.308062553,1.64691246,0.0562799051,0,0,0,0,0,1,0,0,0,0,1,0,0
1.25257277,3.20192003,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.655857563,-0.677928686,-0.672497272,-0.663058519,-0.652724206,-0.191002816,-0.256989509,-0.296801269,-0.308062553,-0.314136118,-0.293382049,1,0,0,1,0,0,0,0,0,1,0,0,0
-0.674276352,-1.02904713,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.0699354187,0.114115924,0.158675209,0.206632718,0.289140046,0.332228452,-0.213402137,-0.169578165,-0.184059903,-0.116563812,-0.117710538,-0.165915191,0,0,0,1,0,0,0,0,0,0,1,0,0
1.02135086,0.70673424,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.690209627,-0.690983415,-0.467642128,-0.633542955,-0.613779068,-0.646511257,-0.341941625,0.375939816,-0.154071257,-0.116819143,-0.289918363,-0.181665733,0,0,1,0,0,0,0,0,0,1,0,0,0
2.56283021,0.381275237,-0.469070911,-0.399186403,-0.38461417,2.28778529,2.47802806,-0.316687822,-0.646412253,-0.690983415,-0.670704246,-0.664709508,-0.648222089,-0.643589497,-0.317912161,-0.235245183,-0.296801269,-0.273337454,-0.278529495,-0.293382049,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.905498266,0.923706949,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.436375231,-0.407461345,-0.372369319,-0.33303833,-0.29321599,-0.264667273,-0.257415891,-0.198310196,-0.240004614,-0.244229645,-0.248682737,-0.237130135,0,0,0,1,0,0,0,0,0,1,0,0,0
0.250611216,-0.486615479,0.845712543,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.695641816,-0.690983415,-0.67071867,-0.672497272,-0.663058519,-0.652724206,-0.341941625,-0.23528859,-0.296801269,-0.308062553,-0.314136118,-0.293382049,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.288906544,1.4661386,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.926774085,0.950561583,0.858145118,0.71736002,0.76783818,0.815427363,-0.0374074951,-0.037072286,-0.0120795993,0.0112296864,-0.052191712,-0.0116161667,1,0,0,0,1,0,0,0,0,1,0,0,0
-0.288906544,-0.812074482,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.518705249,0.477949858,0.40397346,0.339226574,0.329537332,0.225013241,-0.100439541,-0.155515969,-0.183207944,-0.179247737,-0.183229372,-0.197753787,1,0,1,0,0,0,0,0,0,0,1,0,0
-0.0576846413,2.44251561,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.67604506,-0.670708776,-0.657120645,-0.650066674,-0.639323473,-0.628493726,-0.254819751,-0.194360629,-0.21484369,-0.215951666,-0.219686896,-0.212210536,0,0,0,1,0,0,0,0,0,1,0,0,0
1.02135086,-0.812074482,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.68293041,-0.690983415,-0.667200208,-0.628568769,-0.663058519,-0.34165737,-0.341941625,-0.224698529,-0.126411289,-0.308062553,0.898387671,-0.120238632,0,0,1,0,0,0,0,0,0,0,1,0,0
0.635981023,-0.595101833,-0.469070911,-0.399186403,-0.38461417,2.28778529,-0.308621436,-0.316687822,-0.669526398,-0.69904834,-0.641402841,-0.647517383,0.269467741,0.322724342,-0.287603647,-0.0616811402,-0.296801269,3.33041358,0.0131307561,-0.293382049,0,0,1,0,0,0,0,0,0,1,0,0,1
-0.211832568,-1.24601984,-0.469070911,-0.399186403,2.14518738,2.28778529,2.47802806,2.47884989,0.648997188,0.809833288,0.903164268,0.981739461,1.16485345,1.24816716,0.322189093,0.00342165097,-0.296801269,0.202600777,-0.0523226187,-0.0121224346,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.134758607,1.0321933,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.566802979,-0.690983415,-0.677928686,-0.670025706,-0.417927861,-0.645839632,-0.341941625,-0.256989509,-0.287770599,0.643239379,-0.28082034,-0.293382049,1,0,0,1,0,0,0,0,0,0,1,0,0
1.79209054,-0.486615479,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.699539423,-0.695015907,-0.599498391,-0.5831635,-0.651758492,-0.318602324,-0.341941625,-0.00847045891,0.0299499314,-0.26420936,0.990611434,1.95804501,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4818331,0.055816222,0.845712543,2.09546876,-0.38461417,-0.339990377,-0.308621436,-0.316687822,2.45661116,2.47155452,2.52743053,2.79210424,2.97000098,3.06657743,-0.340613365,0.133844241,0.216470182,0.171897143,0.210669041,0.162258536,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.674276352,0.055816222,0.845712543,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.631147742,-0.605163872,-0.636673093,-0.621558189,-0.608466268,-0.633413732,0.0275565647,-0.132816792,-0.110565014,-0.0962011144,-0.238864735,-0.228692338,0,0,0,1,0,0,0,0,0,1,0,0,0
0.867202938,0.381275237,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,0.0519683324,0.0314436369,0.000805286574,-0.0361244306,0.0654416382,0.532318771,-0.242201254,-0.16393593,-0.202178031,0.0120595144,1.78122282,-0.292707026,1,0,1,0,0,0,0,0,0,1,0,0,0
1.9462384,0.489761591,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.671278298,-0.582121313,-0.635389745,-0.395386964,-0.273050249,0.418319672,0.128142178,-0.128303006,0.728264928,1.21313965,3.88149071,1.43529582,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.905498266,0.164302558,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.0460561924,-0.00223506242,0.0181525201,0.0932828337,-0.232011452,-0.185527831,-0.221190572,-0.126783937,-0.183207944,-0.244229645,-0.183229372,-0.180878207,1,0,0,1,0,0,0,0,0,1,0,0,1
-1.05964613,1.24916601,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.302851111,-0.272240728,-0.312050551,-0.311384946,-0.269727647,-0.298082829,-0.246186048,-0.197745979,-0.202348426,0.0178683102,-0.24541007,-0.293382049,1,0,0,0,1,0,0,0,0,1,0,0,0
0.173537254,1.24916601,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.691377521,-0.64839679,-0.669319928,-0.647004426,-0.658025324,0.0106499819,-0.158943415,-0.23107861,-0.20320037,-0.288529694,2.27166486,-0.254174471,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.365980506,-0.161156461,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.580139101,-0.633573711,-0.585799456,-0.602236509,-0.519825757,-0.627200782,-0.0952472463,0.0203049742,-0.0400803536,0.247794479,-0.214646995,-0.207879126,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.13672018,-1.24601984,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.552584171,-0.566441119,-0.580723584,-0.613117576,-0.384340197,-0.358717769,-0.263453454,-0.200350091,-0.268402934,0.553681791,-0.248682737,-0.209004164,1,0,0,1,0,0,0,0,0,0,1,0,0
-1.13672018,-0.812074482,0.845712543,2.09546876,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.551266849,-0.669739306,-0.383761108,-0.361608952,-0.334090292,-0.652724206,-0.341941625,0.628408432,-0.296801269,-0.308062553,-0.314136118,-0.293382049,1,0,1,0,0,0,0,0,0,0,1,0,0
-0.365980506,0.055816222,-0.469070911,-0.399186403,-0.38461417,-0.339990377,-0.308621436,-0.316687822,-0.562199175,-0.538705707,-0.506677032,-0.472704887,-0.447436303,-0.434179813,-0.270638138,-0.204082653,-0.228872463,-0.279210091,-0.284027576,-0.267337412,0,0,0,0,1,0,0,0,0,1,0,0,1
-0.905498266,0.164302558,-0.469070911,-0.399186403,2.14518738,2.28778529,2.47802806,2.47884989,-0.358830214,-0.303193659,-0.290636897,-0.23400484,-0.18427816,-0.149308071,-0.148739949,-0.256989509,-0.194567278,-0.21231319,-0.215956062,-0.15275225,1,0,0,1,0,0,0,0,0,1,0,0,1
